id,device_fingerprint,created_at
c0fec696-12b7-4ba1-b1cd-1bffcb1891c6,4e46200d77b16f811ebe369a5481f827,2026-05-27 21:27:35.565251+00:00
94d48fec-53a4-4a23-b08b-a039176734e4,e532b8bb8b397e2005450092c7cbf9bb,2026-05-16 05:00:33.458272+00:00
492329f4-35e2-4861-bf42-d48c93c3f01c,740ef9d64e254ae2359b9f8e79b89be7,2026-05-21 09:41:02.782371+00:00
3fbb0794-a89f-481d-94b9-7672b702e837,77b86192dc27b1e2f71080be6a80dc0e,2026-03-19 17:11:28.693604+00:00
497d8dd3-ecf6-4dda-969a-3c1f2b232c22,6b89b5ed917a0ac8c6e92c7d315bcff9,2026-03-29 22:18:27.479914+00:00
dfe6a18f-b26b-46d1-9e00-9c3ee6c13112,ec1161a83a6c5ba2fbf1236e022aba81,2026-05-07 22:10:37.017476+00:00
789212c3-eaa1-4bd3-b2fa-7b48f1dc8426,15d148cf16235ea48141494ea7ca8dcb,2026-04-27 08:17:22.227970+00:00
f5348620-130d-48ad-af19-38fa2eb94018,704ee6062485c346aeeafc3897ac6236,2026-05-14 11:34:39.112580+00:00
81960f6a-1bf6-43ec-b21e-122697a03648,a8f6a75f4b0164d1aa1163ef669f840c,2026-04-12 20:37:52.278736+00:00
17c9437a-8a52-4924-a481-2cad46370a4f,fe6bdcd1262c8af878a1f4bfd44d5d34,2026-04-15 05:58:20.957158+00:00
3ed7196d-898a-491a-b4b8-ce8f0b0d5562,2bbecbbcc6c7356a54683f5b4911ec1d,2026-05-08 10:56:48.646031+00:00
02ee4297-e41c-4250-88cc-a3ea256d29d4,732669f86c756b5b23108ec3f901f609,2026-04-13 03:50:10.243183+00:00
db183337-e0cc-4600-81c0-b956d0a30763,33f0c2eeedd3ada355e4f3ecba673259,2026-04-02 13:42:59.187794+00:00
4e39886b-c551-4673-a32a-2a575e097aa9,a678fddd5e3fdb8a8043c7f2656258f1,2026-04-11 17:44:35.162423+00:00
f573956e-a04d-4cda-b753-1ec3df8ce230,de6280e597bbda69dee7fc00e2a51ad6,2026-04-24 06:43:28.217790+00:00
ecb0eda4-b8a0-44a7-b6b5-daa8cddf0afb,1415040789ac1f03c6a1441b58ad3d40,2026-04-08 13:29:27.015312+00:00
8a89a04f-4ed2-4976-847f-7c8848724119,a849803fb27a0037d25f5bbbf1d1048d,2026-04-03 03:04:44.647393+00:00
0341b292-1cbe-4866-83ae-dca768074901,c08827c47da7a9cbe03e6cc6562ef14a,2026-04-22 00:22:38.533656+00:00
954904ee-f9f0-4cc4-b9e7-bf850a0d7045,edefaad676d718412858463f85556051,2026-04-27 01:09:26.245251+00:00
