id,order_id,amount,reason,created_at
854f6b3c-f2da-4463-b33a-d17df918bf63,2a2e0c45-ecb2-4087-a551-b64b7c66e05e,711.08,late_delivery,2026-05-07 06:57:49.003460+00:00
bbab8984-e16d-4baf-a0fb-fba28ac6fe57,84e65f48-f881-4cab-846d-a642766074f8,775.15,wrong_size,2026-05-21 12:26:00.529550+00:00
c8d4cd29-014b-493b-99ec-613282367d45,5a2607cc-ecbb-4294-adaa-5fdf273d9ad1,2379.44,late_delivery,2026-05-05 12:53:32.489243+00:00
c834e50d-4129-4143-bf98-68aed827081b,07d04bca-e48d-4260-91fe-db143fe30ad3,3867.37,wrong_size,2026-06-04 17:58:57.884000+00:00
f4d72d5f-a9f4-44ff-8633-d526bbf98464,e774d245-f7fe-472f-b531-e0c622242e6d,2016.8,not_as_described,2026-05-31 22:00:21.330870+00:00
5fd3788c-aed8-4834-a9d0-44517a3287e8,ea032298-ff8e-409a-a776-53c67e8f70eb,753.0,damaged_item,2026-05-31 16:48:49.052996+00:00
e575ba25-ebaf-45ca-bf1c-bf0e7bc6e51e,b002bbca-4618-46d4-ac91-b2f761a329ba,2207.86,not_as_described,2026-06-07 05:04:47.734528+00:00
64302b52-a2ba-46dd-8121-1003d14b3e74,ac01b9b0-4df3-4229-affe-d341d3e5674d,2182.89,duplicate_order,2026-05-06 17:07:35.006443+00:00
b11842be-ad6e-4e31-ae18-5832802814c0,a776e37d-4b2a-4730-8bb4-eb2f9150e779,737.32,not_as_described,2026-05-08 20:14:08.751381+00:00
15f95c55-10a7-446f-9ad0-071747cf83e9,35bf6f35-6e74-4dbe-9158-812168a0247b,2497.62,changed_mind,2026-05-16 20:58:55.986261+00:00
0d505d69-2c63-47f6-ba83-720440c30764,ee473d09-4520-4503-b593-17ecac86782b,3593.57,damaged_item,2026-05-29 19:54:24.393789+00:00
2f0bf7e1-edb7-4640-a67c-1220c4c2017d,718f20cc-b6fd-4139-9fd3-c85e0994ae87,1674.61,wrong_size,2026-05-28 00:04:58.448511+00:00
2ddc4e3a-efbb-4235-8e27-03c71d1a4d70,ebd6d2f6-bfa3-41c1-9381-6abad27a9a26,1333.6,wrong_size,2026-05-12 22:25:32.150330+00:00
228ab619-634e-430d-861c-5e166289710a,bff4be35-c424-44ce-bca4-876ddd51ba7b,7.55,not_as_described,2026-05-17 10:11:18.578272+00:00
c5258ff9-3e31-4e45-a6d6-fee1cf0782d7,b4357bc3-9491-43cb-a173-d7140361a657,517.56,wrong_size,2026-04-06 12:43:53.328136+00:00
ba2ce0f5-7604-44c1-ae1a-a90e3305ae9f,290da972-cfdc-4b96-86a9-595fbe7caae0,340.15,damaged_item,2026-05-08 21:59:23.841291+00:00
da7c9060-b475-46be-931f-cc4716a63fbe,fa767ea0-d92d-4af6-881d-0c55ba9496e1,228.98,duplicate_order,2026-05-11 10:34:23.433040+00:00
f51d8def-7040-4089-838d-65015084621a,4ebc8669-388a-45a2-80d0-0d12bd1fc747,154.09,damaged_item,2026-05-21 22:21:24.058384+00:00
b5ffff18-d0e7-4ccb-8e2e-6eb15eaa7974,3fd610c1-4746-4f19-a4f9-e59dfad5f997,2143.03,duplicate_order,2026-06-04 11:30:04.931508+00:00
c49deafc-9a43-47aa-a2e9-070a30d63ab1,e68059d6-15f4-4b74-9140-eb6c10992c8f,3925.26,wrong_size,2026-06-01 09:37:57.656250+00:00
d8a6c9a1-4f78-49fc-8b4a-93e80bcf470c,8f993465-b2d5-4b65-a814-725c408e1ef6,2147.84,duplicate_order,2026-06-02 17:12:56.000108+00:00
9cc7b653-42dd-4689-8082-a2ae4ea861a6,74c53aef-22e7-4192-a8ca-100b73801049,267.46,changed_mind,2026-05-02 23:37:16.080815+00:00
cb4a4014-0fd8-4d85-b064-bbc8a959dbd9,aecd6cdb-982c-4510-8e90-6d19006ad20e,873.33,not_as_described,2026-04-27 02:19:23.619988+00:00
a21a1987-b0ab-4802-96bf-f63a5770364a,c5b4dfe7-916c-4a24-9d91-b61cf1b48866,1173.77,not_as_described,2026-05-25 22:59:33.121311+00:00
e9f338ed-f4cf-451f-a7c9-23dc11dc01fa,9078cb8d-d397-4c48-b8f6-53a49351f8fa,5.32,duplicate_order,2026-04-27 22:40:38.422735+00:00
1bfd3b67-f65c-4a40-a94e-a48d1cb68792,28b2e266-c470-4245-ae91-5298b0b4f02d,1674.21,not_as_described,2026-05-29 01:29:02.513475+00:00
232f4132-89d3-4662-a718-3ff2b1261523,86de4390-e8a7-48b7-9a69-f4bacb9c28e3,1467.44,duplicate_order,2026-05-25 21:09:44.847759+00:00
9dd7dc34-ac77-4fc4-b9a6-44ee1445fe4a,ece3ee12-149c-4fe3-b33b-1f0e6fab6d55,876.82,wrong_size,2026-04-19 13:19:14.509178+00:00
02b194d7-73c5-4ff9-878b-e5c784d4792a,8744463c-d9c2-4931-848a-e48e724100fc,564.93,late_delivery,2026-05-13 04:35:05.019307+00:00
54cf42ae-d6da-4bfd-8e94-c2b23d4b2471,1a147ef6-3bf5-4011-8746-2755f00f9aa6,788.66,changed_mind,2026-05-19 20:04:33.368809+00:00
42b37fd4-3b6c-43d7-842c-a196c28017f5,275c8f34-2e31-40d0-8c81-711a2ccc5703,1754.02,damaged_item,2026-06-05 09:48:09.331622+00:00
c15ea3de-efb9-429c-9c23-24219ec7b482,3a5258ad-a0e4-428b-b88a-33b56590a43e,7.76,changed_mind,2026-05-11 01:34:25.506164+00:00
95e30145-917c-4aca-ab44-7cb6fe7486e0,d11516f1-0e2c-4bf3-8607-e77bfa8d9e14,504.93,damaged_item,2026-06-11 13:49:54.147859+00:00
020c3551-2892-4c27-9454-0cc22b956b6f,60198470-0242-4d32-a881-6a5ed05643a4,3134.53,changed_mind,2026-04-25 18:58:06.472742+00:00
55df6b2c-a170-4ab5-9d8f-9776849968b9,bca3257e-8db0-4240-9363-25b056ec8db2,2010.7,changed_mind,2026-06-04 05:07:32.317334+00:00
6090e42a-ec83-4a1c-aa10-fcefa67b3605,b70b37ad-ba02-40fb-ba72-b928ac88793b,743.69,damaged_item,2026-06-02 15:07:50.821157+00:00
cf04d4ab-3369-4b68-a333-308a9d287b84,d532cc92-c790-49f6-9029-b5d87beed821,4253.99,wrong_size,2026-06-08 15:01:07.577709+00:00
00b85c3f-3e81-4162-9a5a-34a979469009,5f3e71c2-2367-4fe9-8029-61bb28dcf9b4,1512.6,wrong_size,2026-05-17 06:33:25.082826+00:00
91f2c562-1b9a-49c8-9a58-7973da40f0a5,8d3a2b27-e1da-4432-aef2-380cdabcf6da,221.67,not_as_described,2026-05-24 05:24:25.870890+00:00
dc7c6f3e-74c3-4c79-900e-ebf78388c553,58052b92-3e75-49b2-809b-9a84bf0c3583,296.05,not_as_described,2026-06-06 21:50:16.981362+00:00
56bda673-16fb-43e7-8e03-b8a190b41e28,0c292b54-62bb-46bc-a5f4-6f48f6f44890,1817.22,late_delivery,2026-04-25 08:05:13.564074+00:00
f81f220b-c44a-4145-8df5-a8b60d61bb87,3b2e9494-bdf3-42ec-a782-06b7763df2ee,2375.17,changed_mind,2026-04-05 04:18:10.651297+00:00
0ee20f3f-7460-432f-b802-c0a92c3dcb9a,d67b71b3-2b45-4b10-bfe6-62b5363fc48f,2102.25,late_delivery,2026-06-07 12:29:06.046356+00:00
c542961d-bfca-406d-b534-0611e1811a8f,c178ec5e-8875-4823-9728-fbe724330a8d,6139.32,not_as_described,2026-05-30 02:17:18.648855+00:00
90fd67f5-4f18-41ca-b84e-41cb6f0008f7,39ee6248-0157-46c5-881a-773721287d64,3194.98,wrong_size,2026-05-02 20:29:10.534895+00:00
e5ef0bb2-def3-4c1f-9c59-817a846f34e7,291f2a7e-9540-490c-b771-92d65f2cfea6,4221.2,not_as_described,2026-05-20 19:15:35.778879+00:00
aaec5f6d-06f1-43ac-b143-c9d8442a5af6,d62ad625-0bcc-4dd7-ae57-19d54c75d67b,629.57,duplicate_order,2026-06-03 05:23:38.134974+00:00
1bc9f25c-9b6a-41e7-8ec7-dec16c0fbc79,9cf37637-59b0-4e8e-985d-6301041d331d,597.7,duplicate_order,2026-06-09 13:02:27.412581+00:00
ae6ccd70-b6f7-43cd-b8ad-9df2f7a925de,26ebb795-f6d6-402b-aee2-e1ffbab693c0,615.36,duplicate_order,2026-03-26 12:49:43.082255+00:00
9f1ceb3e-2946-4145-be39-f650cf02e158,0b33af4c-350c-49bf-8a38-1485b6ba8c9b,2441.2,duplicate_order,2026-05-31 01:33:13.721240+00:00
dda2f16c-37b8-4a78-9c3c-601d524637c4,f3f508f6-29ad-4d09-ac64-d7be55d3d528,194.86,late_delivery,2026-06-04 13:02:13.237001+00:00
fcabd9c9-68c7-4314-bd25-a4d70191c54c,bc33914d-d884-447a-ad5c-a688fd51c5f9,1390.8,changed_mind,2026-04-21 10:45:14.875538+00:00
2d3da09e-4c28-4b31-8132-a0ef15bf17be,08382725-5889-4e89-9c83-f64790da1518,2574.1,not_as_described,2026-05-01 02:11:25.438923+00:00
d1c319d1-1f32-40db-bbd1-6150622df3cf,2e94c752-a146-4afa-8664-d42c717ad8a6,727.33,late_delivery,2026-05-15 17:31:29.028523+00:00
f0927d28-2fd8-4aed-ae8c-77b79cfbd2eb,62eaa93b-bfc7-4188-9488-9c234066b329,1303.26,duplicate_order,2026-06-04 18:17:34.966275+00:00
091b45e6-fea4-4ffc-aa26-278c7d0d148d,10b976e2-3234-45ff-a830-898fa18a89df,3404.03,wrong_size,2026-06-13 15:10:56.950181+00:00
795728c3-404b-4ff1-927c-abaa447c8b6a,d8818424-b58d-474e-bcbb-411cac84c3e3,913.88,not_as_described,2026-05-14 03:47:07.576203+00:00
64291faf-d87a-49df-baee-3cab56e0739f,4f3228bd-4d18-476e-be03-0ac8b4bb29db,607.97,late_delivery,2026-05-29 15:06:13.940582+00:00
167b77be-4002-4824-b951-eb23a98fa5d6,ce7c1e98-586a-4a0d-82c1-db26a8d85288,2203.95,not_as_described,2026-06-12 11:25:10.491812+00:00
4c034ea2-e02f-41a3-82b7-1ac44b898847,9e045bf2-2f99-4a61-bde7-4235fbf93ea2,1777.11,not_as_described,2026-06-01 14:06:07.243979+00:00
76183c52-e971-45b0-bff4-6a4ed399e88c,0ed6eda7-c1f6-43c7-ae2a-e2ed66b7c8a5,3019.85,damaged_item,2026-05-12 17:13:04.173498+00:00
4a4e439d-f3a6-4192-b0f1-9bd6c976c93e,a77374ff-ff0c-4054-a444-2b9b7c24dc9b,2393.98,wrong_size,2026-05-02 12:36:06.120920+00:00
81fac53e-bed8-4f01-97d5-991920dc919d,7f8db26b-6db4-421b-9cda-fbf1b6ac0b51,3010.45,changed_mind,2026-04-03 13:11:59.417313+00:00
84588b16-7642-4696-9b13-a4eccfc2e87b,e7df243f-6303-4c99-a73e-ddc12fb59843,4632.43,wrong_size,2026-05-05 13:51:51.004137+00:00
8ab0ac38-94cc-4afe-982e-039fe480f0e7,1fae11d9-bba0-4953-a67e-1fe4e719e3cf,4062.44,late_delivery,2026-05-21 18:51:05.777368+00:00
