id,transaction_id,order_amount,created_at
9e7b5ba7-0086-4a06-8342-37f3d8bb723d,23742787-8abd-4300-a925-0433222b062e,3475.95,2026-05-01 17:51:01.535762+00:00
029cd4e4-28d6-45e2-88b1-4f98bbd8f434,1432dcb9-80d4-4821-8e22-27e45fdb7f9a,3073.1,2026-05-12 14:23:39.360137+00:00
73cd352b-01f1-4416-8089-69eddda93f91,80b475ae-0895-43c6-9882-5a18d133ff0c,4311.77,2026-05-16 22:50:22.131207+00:00
f0748764-97fd-48fc-abbc-df2dc037c0f8,baf30c37-a382-4142-9c5f-90cd59f60331,6142.04,2026-05-26 10:38:31.746039+00:00
143a8ff3-2c23-4f88-85c5-80ae4e7ddc95,4bc46f58-2249-4a55-8ea8-9aca32efe891,1319.6,2026-04-16 20:48:08.614911+00:00
b457e5d1-bf54-48b9-aa5b-4229c54bdc7b,3415a9dc-892e-41ed-a5e1-1c99f68d23c7,4403.19,2026-05-04 04:35:11.882713+00:00
cc817d89-d27e-4bf8-9842-1eeef6530435,51dc2082-a63b-47e2-8ea8-6d43e4ee2009,4844.65,2026-05-04 16:31:52.882075+00:00
96fec20f-866a-4e10-bdd5-21d627694417,7f4cc9ff-f142-4c1e-ad93-af53c2abbf22,2826.79,2026-04-03 00:07:55.958040+00:00
040f046b-6506-4bf7-b8b8-39b2cc2da2b7,c75bf8d5-e31a-4746-b2d2-fc3b6987df63,3905.98,2026-05-06 00:38:41.885414+00:00
326893bc-980f-4efa-8a68-f96ea7213895,8460de01-3ec2-43c5-ae3f-a5c074a50e97,3126.84,2026-05-24 00:55:59.241493+00:00
decd533e-e18a-4afa-bf60-8f6263cda79c,121e7fd9-6c76-4829-b1ea-3b866cb939c7,1158.37,2026-03-18 09:49:21.927578+00:00
297fc928-636f-4de2-8612-32ba5a65b69e,46e3b9ab-1f34-46ca-9195-bab2ce6b1850,2718.9,2026-04-20 04:14:24.053983+00:00
4364d603-edc2-437e-b52d-330c79cd7e0c,8605affc-c585-4539-bbc3-f0630232dd7b,2371.97,2026-05-30 12:52:51.720661+00:00
6eb09bc4-a61f-4490-994a-a938c4f73bfd,87aaafb4-e43f-4cba-ab0e-8dab23c4247e,764.84,2026-05-31 10:43:30.698368+00:00
15eed894-bfaf-450e-a3e6-f5bca40079d3,2bafe4a5-3821-4a39-9fd9-d100d91eba3d,1445.08,2026-05-31 19:16:33.430875+00:00
4eb26d12-8081-48fe-91a4-783bfe46297c,c2fa56cd-8e76-487e-ba9d-289f457eb06d,2658.37,2026-03-07 06:52:43.735346+00:00
1ea7cfb7-10f5-4618-a230-266b497d49b0,39cd0069-7f09-48a7-976c-856c90e3d68e,2081.82,2026-04-29 09:23:53.350948+00:00
95870b6e-40b5-4214-bdb3-db43ba09fb0a,9101804f-9e32-4ef9-b474-a9cb00bd642e,3078.48,2026-05-10 23:17:59.871787+00:00
0d756ab6-b84f-467e-a00c-dd05aead3e21,a2699640-029e-4f9b-92ea-c7e1a147e6bc,3037.52,2026-05-25 10:29:07.476742+00:00
66c66dbf-ff20-4d60-bf11-793af116c5bb,a124b5d7-f971-4b3e-934b-079bb503b297,451.16,2026-05-30 12:07:38.843376+00:00
67ac3c41-5b4b-4856-8149-fc6537238300,b3ded6e5-ad9e-47e7-9895-40332dc1c22b,155.23,2026-05-31 14:16:34.713792+00:00
0e9235cd-ec5b-46b3-b711-6eb4ae5a6760,46ec532f-74f5-448d-aa21-dd399f9c7b69,631.53,2026-03-31 03:47:09.751127+00:00
53f276f4-81a8-4dfa-a981-7826397ebabb,3ff24f97-05ef-4960-bed3-8bace780cb99,1030.82,2026-04-18 18:22:49.713100+00:00
e198ebd3-92bd-4199-aa3b-238c7b2acf7a,37d04ee1-df70-4b83-8a1e-0a568249304b,835.37,2026-05-07 09:54:59.571857+00:00
2350f93e-006d-439c-aba6-0890a2103067,c7f4f4cb-1735-402d-a756-3fc7f7f0cc5a,1398.56,2026-05-19 17:09:32.527460+00:00
29b20212-06b4-4c8f-890d-ad1e2f016161,aaf14653-0cb3-47c6-a5ac-da3620b910fe,1522.33,2026-05-27 06:23:48.497699+00:00
bd3ff430-9ea9-456d-a8ab-2a32061a49ad,fc722d87-be69-4ef9-8614-5b4550e21e90,10.0,2026-05-24 21:12:49.560880+00:00
31d51252-a30f-46c4-8b1a-94172a202ec3,426acb1c-6177-4822-864e-da0d076d6090,1671.68,2026-05-19 21:35:00.728173+00:00
54aa1feb-c557-41c2-90a6-668cdb1291a6,7d5a49eb-bbe9-4b0e-8416-7417d767b7a3,2212.55,2026-05-19 14:47:15.189739+00:00
1f95fc38-0654-4bd4-ae6b-dfd22d0109b0,7d1ccef3-712b-4ee4-9afb-d15790828e10,2015.44,2026-05-21 18:09:34.350209+00:00
b17847f0-ba39-4cfd-a9c5-bc3ed5f86ab4,605b8536-27f7-4347-ba7f-71432c2b4002,3012.68,2026-05-22 00:54:19.622721+00:00
34164e17-ebd7-4169-88b9-84817dc8be13,1638e635-cf2e-40f9-a75b-ce29640f52d4,2062.8,2026-05-25 03:04:35.589831+00:00
6b21ccad-4d09-4472-b0f2-f8baf0aafcc1,e1b77ea8-c5ed-4834-a834-9344bb3a6030,952.31,2026-05-02 08:37:03.211202+00:00
