id,customer_id,device_id,first_seen,last_seen
2c12dcbc-d84c-4503-b894-8930fb8aaf5a,07d4a89b-d3c8-4d0b-b8c3-88b8c568ccf8,596069cc-5ace-4648-8f47-0375f8975008,2026-04-18 19:22:04.911695+00:00,2026-04-18 19:22:04.911695+00:00
bf0cfa29-5e6f-4613-a3e7-1491cc076bbe,d6c4a31e-4b13-45e6-bb04-10b292b55b49,ec96e8dd-b48d-4a0e-8079-6514cb33f65d,2026-04-02 13:13:29.624971+00:00,2026-04-02 13:13:29.624971+00:00
297e5cf4-0d93-4844-864b-4f99bb0a4e91,5fc508b7-c21d-4428-bd24-e75b9a702a10,faa68ea9-ca1c-4e26-a01b-24d7ec0c904d,2026-04-30 18:36:17.778015+00:00,2026-04-30 18:36:17.778015+00:00
8ef51567-e07b-4435-ad18-ff8ab0c531a7,6ded1fcf-178f-47a4-b66e-24e9ad38f86f,8ae504c9-5013-42f7-b428-bb391f91f729,2026-03-17 04:49:58.709937+00:00,2026-03-17 04:49:58.709937+00:00
95a262a4-49e1-4b6c-824f-1390bb3ee306,6cc32e10-3f1f-4710-aee4-18068b61a972,17452da4-2a8b-498c-8e8d-cd2c7a18df7f,2026-03-11 07:50:32.843077+00:00,2026-03-11 07:50:32.843077+00:00
0ae0d5b9-a398-4d26-b83f-df6d5d808d24,a54eed65-c367-42a8-97c5-ec328519c65c,f6255162-16f0-4e0b-a19d-e98980015531,2026-05-30 11:38:06.813260+00:00,2026-05-30 11:38:06.813260+00:00
b49ee2ee-22a3-461f-8a7e-9d660bb8194c,0e19df61-5d86-44fa-8b69-d9af8276411f,1f598e9c-6691-4340-b3ef-7d204fbdbda1,2026-03-06 16:15:53.358347+00:00,2026-03-06 16:15:53.358347+00:00
15c8b4ca-4c22-4dfd-9fe0-be9717d1f079,8e2a6cab-6617-4343-b521-2f38fe55cec5,6b554e78-a71c-4778-9ce7-f651f96ae7a8,2026-05-29 17:19:55.769676+00:00,2026-05-29 17:19:55.769676+00:00
5b7ea53d-f56f-48ec-a827-ec037c802316,629056bc-da7c-4566-8cec-9e469494d064,1ba5e241-4aba-4b3a-ba9d-e075751ad763,2026-03-22 02:38:54.523603+00:00,2026-03-22 02:38:54.523603+00:00
cf8aadd7-b44b-4c4f-9dd6-8e41e4d5f098,5dd60f55-b229-4916-988c-b936cf072497,08c11823-3179-441a-99e0-f3b12591b83d,2026-04-25 12:28:17.624378+00:00,2026-04-25 12:28:17.624378+00:00
1f090dd1-703c-4dac-8537-1f864e6e3337,ae816f3b-6a3a-4a2f-87fd-9140c4979932,9508ec67-740f-4a52-8404-6348461fe6df,2026-05-11 02:50:09.825275+00:00,2026-05-11 02:50:09.825275+00:00
aa5e87d4-4a6b-475c-9b8e-48bd2da17015,b5376002-8e6d-439b-a018-61a2ed485d61,d471a35b-ecb7-4ac2-bf02-eee5803d683a,2026-05-13 06:18:54.754225+00:00,2026-05-13 06:18:54.754225+00:00
e3d84564-2447-43b1-93d6-dc0284a4cfbc,7e06ab6d-c945-4471-90d5-d42ced63fe02,667e844f-b346-4267-ac01-d31be11209f8,2026-03-12 17:18:10.745193+00:00,2026-03-12 17:18:10.745193+00:00
a1d1adeb-f2e9-45bc-be04-b1462ae0be16,794a008a-1619-4dd7-a662-9e4ec1627afc,3c6bdc06-2040-4bdc-8dde-0d4df9703bd6,2026-05-18 01:49:19.882921+00:00,2026-05-18 01:49:19.882921+00:00
0f55fb1f-4038-494c-a74c-93ae35d34b7c,570f0f48-18f2-4bcf-aba4-c4f3245e9d73,21782020-c7fa-40bc-ac5f-7a5ae13680a4,2026-03-30 22:56:16.075525+00:00,2026-03-30 22:56:16.075525+00:00
352a16d9-21b4-411a-b29d-7e68f1a91891,89dde804-4908-413c-8853-bc094ce069a3,e3f74752-04cd-48f5-a5b4-029a49c88a15,2026-03-06 19:53:17.795340+00:00,2026-03-06 19:53:17.795340+00:00
c7de5373-6b51-4b49-94d3-e07530ba46e8,c4cdf458-6ff9-4a01-a4f8-b49a7fe7ee3d,ed66f4f8-e9df-46fd-a3c9-e156bd39df05,2026-05-15 20:57:48.026051+00:00,2026-05-15 20:57:48.026051+00:00
b2c3db71-3ef8-459e-993b-c7b513688b7d,a271a8a9-a8b3-4201-81d2-b40c167729b5,3e5db6c5-8f25-464b-a098-17b95971606d,2026-05-05 02:25:03.167437+00:00,2026-05-05 02:25:03.167437+00:00
