id,customer_id,network_id,first_seen,last_seen
f795a3e4-b019-4cad-8f24-44c710c588c2,667840ed-06ce-44c8-b158-d4a4b6a00467,10c2b4a1-f573-4c2a-8309-12c21f7955b3,2026-04-05 08:55:25.436433+00:00,2026-04-05 08:55:25.436433+00:00
637ee201-31e0-4dcb-81e0-73c9bbf4c5c7,7ae6b7f0-2a30-496f-81dc-2229f4652ad5,e0decf49-b1a8-433d-bd06-b8aeb1d202a3,2026-05-02 06:47:53.622651+00:00,2026-05-02 06:47:53.622651+00:00
c50d1044-9b8a-44c3-acf1-1bf8825d7643,0bedfd26-1c06-417f-960d-42b24a56e17e,82a2351e-7105-4556-a3ec-3ef67972c35d,2026-04-17 02:15:24.171204+00:00,2026-04-17 02:15:24.171204+00:00
367a6e3e-faeb-4fa8-8ea6-f4baac511cba,5d845844-5575-4af4-afb4-e154e769858b,e09f5b4d-0d50-458d-b533-d150a99ecb1b,2026-04-14 14:44:13.582619+00:00,2026-04-14 14:44:13.582619+00:00
59106d1f-ee0a-4111-92cc-c3d41d4f54e4,1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,9d9a2dbf-aa1e-4761-849c-3043e5cd5b01,2026-05-22 04:06:42.409071+00:00,2026-05-22 04:06:42.409071+00:00
41f4d821-10d8-437d-a2b4-24821378b1a9,2fbbe94b-a1d6-4e81-becb-70edd72ebbb1,03de0f6f-4b54-4e1f-8968-399145bd74ed,2026-03-13 23:09:29.555991+00:00,2026-03-13 23:09:29.555991+00:00
8bb8c4eb-6334-4b99-b749-602a657fe627,08963274-ceb2-4087-a169-723f72ffc844,179c6b25-f6a8-4a31-8031-1dd3c2e39751,2026-05-20 01:46:47.152506+00:00,2026-05-20 01:46:47.152506+00:00
57cbc49d-1a4e-4cc7-a5eb-31bd76037222,59ac1486-6789-4fe4-b92b-071aa3e2e317,61a5683d-e524-45fa-8527-19526e9151cd,2026-04-05 15:00:23.540662+00:00,2026-04-05 15:00:23.540662+00:00
3242dfa2-e831-4818-96fe-329fd97fc8b9,d2dee2f5-9b42-4bd9-bcae-3f7dc5f60fa7,6c28f298-484a-4eb1-8197-d880b91558dc,2026-04-20 04:32:20.925718+00:00,2026-04-20 04:32:20.925718+00:00
bfaeccba-9f4d-4e2d-9af4-908d95fff5f2,68d2d5ab-8950-44bb-bc48-695555bafcbc,8f21d525-c20e-4516-a80c-a6efc857158e,2026-05-11 16:32:03.331919+00:00,2026-05-11 16:32:03.331919+00:00
66f12881-6dde-428a-b0a6-c4bed9465b8c,8e7b93f6-32cc-413d-b73b-ad49a1db72d9,21df85d6-011d-4172-865b-470a5627c974,2026-05-14 03:12:02.561243+00:00,2026-05-14 03:12:02.561243+00:00
659a8c92-1288-4259-a16d-d6901285f796,a4108b6d-04cc-4bc9-8cae-699c03c79966,a0373b09-22b9-454c-aa43-1c6be3b82e7a,2026-03-30 10:09:42.998844+00:00,2026-03-30 10:09:42.998844+00:00
b90918d6-a318-4deb-89d2-37fdce4540f5,7ac2d6fe-e496-4773-89aa-a8c5471baa6c,7ecd8435-9ab8-4bc1-a02f-6c86cd647b77,2026-05-28 06:12:25.310686+00:00,2026-05-28 06:12:25.310686+00:00
04bd9d05-7e89-4766-b26e-8aff46a4d6ea,09da6fee-76c4-4fd8-916e-c35436df897b,9a1b5c62-58f5-4057-8910-3a95db77b27f,2026-04-02 11:03:57.614120+00:00,2026-04-02 11:03:57.614120+00:00
00213b4c-ff7f-4b0a-b60f-18828ef5ffc6,1c52fd12-a6ec-451d-9b62-d2818a737fbb,c7dc4bd2-ea44-47bb-b122-69f8cfebfebf,2026-05-20 00:17:27.983925+00:00,2026-05-20 00:17:27.983925+00:00
f1e5b433-d6fe-478e-b4f0-85046a99434d,3ae26e68-7b43-4f88-a2b8-062337468d1e,11ed357f-dbbd-4458-bade-6522a6625f1a,2026-03-29 16:08:31.355319+00:00,2026-03-29 16:08:31.355319+00:00
dfad2c4b-d228-440a-a09f-1e0db138fe3e,d777edab-e4c6-4de7-b3a7-5a44cd7c9fc9,0a7745ef-0849-476e-bd50-c12395fd2c09,2026-05-15 07:37:08.533685+00:00,2026-05-15 07:37:08.533685+00:00
67fabda2-a591-4051-b636-c2d261e9fe13,63691741-2305-4c3f-8b10-36eb894f938e,8d0e558c-e441-49cc-8b6c-eb1cb7b2c999,2026-05-18 23:51:42.228964+00:00,2026-05-18 23:51:42.228964+00:00
216381f0-a419-4518-ae02-b0c5f385c0e3,c1367786-f12a-4b65-a8fc-6cc0ea8d78ad,c0bb4ff1-d539-4103-85e3-00090887c8cb,2026-04-21 19:38:53.572537+00:00,2026-04-21 19:38:53.572537+00:00
d834d935-3177-4efa-8508-effcc38d8c60,6e20e1bd-fb51-4ca7-b4ba-2bbb7b74b088,05c7bc80-5996-4019-95b6-d400c7625334,2026-04-18 12:45:43.529741+00:00,2026-04-18 12:45:43.529741+00:00
e7ecb8c5-e2b4-4c0b-b9bb-f1344a1b769a,a2bbe39d-9005-4e67-ba64-d88a58056085,48cfc84b-8775-40d9-ae69-0a5f8e14d0d5,2026-05-18 02:55:17.143869+00:00,2026-05-18 02:55:17.143869+00:00
4aa84236-037c-4c35-bb10-7decbc5df187,00fd20d1-e174-4abd-99c5-f15efa9b0078,348961cb-d8bc-45a8-9ed7-699f0249d90d,2026-05-15 15:32:41.987041+00:00,2026-05-15 15:32:41.987041+00:00
84594fb2-95f4-4c68-91d0-e076b71fa770,c5001b2c-0359-4f4d-a9a8-765c6cb191f2,096ea0b9-3ccf-46e8-9b76-97543e4f576b,2026-05-01 09:35:26.709398+00:00,2026-05-01 09:35:26.709398+00:00
159bf468-b642-4249-99fc-063824df4da8,3602e4d7-0a6a-43ef-869b-6bfa5ced5905,e7de12a5-5e76-40a2-aae2-104ab17e2d4e,2026-05-25 03:34:08.108100+00:00,2026-05-25 03:34:08.108100+00:00
5d4ad04e-36bd-4988-a98d-d34720e44811,c45b62ae-3dd2-45d5-ab43-f6e74a2e3cd2,13107544-4733-4724-a29e-e291cba60ae1,2026-05-12 20:55:19.089135+00:00,2026-05-12 20:55:19.089135+00:00
1b54faea-1e49-4664-bce2-022fa08405e0,1fb31aa0-3859-4835-91b4-0fa6a6b361c0,3952fcb2-1219-4afd-b370-8cdae8462023,2026-03-22 17:26:55.347338+00:00,2026-03-22 17:26:55.347338+00:00
b5a1feed-fd31-4db3-b587-8e198ae1cec0,344c386c-373a-4d85-8a66-172d604fea13,3667ca43-3432-49ed-96bf-489c1a632f6b,2026-03-21 15:05:16.601367+00:00,2026-03-21 15:05:16.601367+00:00
3cc9701a-6830-4ccc-a5a7-bbdd6c15f307,7df7c8ec-ff7a-4b2b-a5d3-24cd6ac487fa,665ab295-3f0a-4d78-8e0e-c820344493a7,2026-05-14 13:22:20.947298+00:00,2026-05-14 13:22:20.947298+00:00
1b196ee1-0fa7-46e0-81a6-06fd0ee6805f,10d898fa-95b2-4e01-b731-da9d72e3dd09,401efd33-2ee1-4b77-a9ae-c17387af6601,2026-04-24 02:35:29.232458+00:00,2026-04-24 02:35:29.232458+00:00
7c9dc54d-ab48-42bb-ac5e-d4df3b6be910,c7439bcf-2636-4e81-a9db-547b0885943e,fe664f1e-d5e2-46e1-88c5-74cb2f55a138,2026-03-12 02:23:21.546315+00:00,2026-03-12 02:23:21.546315+00:00
b2ff5734-4798-4b88-bf43-8d5e76d558fe,6afb8b2f-c98c-4818-bdd6-1583d58c83f2,f6f558e2-1730-4da2-abd3-1c5ce8a7d46d,2026-04-02 23:20:41.023021+00:00,2026-04-02 23:20:41.023021+00:00
0d4b0109-a242-4250-9f73-5328f65940dc,fd1fa4c3-acd9-417b-887d-e7741be2d674,d28ca5c7-8b9f-47b9-86d5-31727cdf9131,2026-05-05 10:27:02.799984+00:00,2026-05-05 10:27:02.799984+00:00
f8e1ceb8-ca88-44e7-be43-3b2b0bdf11b7,ed7ad639-bb74-4b68-8562-16709ad8f49e,589537a7-df3f-482c-bd1e-40ac9bfc7e29,2026-03-11 03:39:02.759172+00:00,2026-03-11 03:39:02.759172+00:00
92cb9ec9-c7be-487a-a98c-5dcd10b5bd25,286f81bb-8b3a-4845-9eb0-2f90cd6c581c,005e47ba-e624-43c2-8adc-622b3ed049b5,2026-05-22 12:31:33.008284+00:00,2026-05-22 12:31:33.008284+00:00
155717d5-cf8c-4ae8-9a8b-188190909cca,3df6b103-7a9e-4670-8926-74b304178f4d,c4230f06-9800-4fdd-9a8b-a49f924cb3ff,2026-03-14 18:43:23.212693+00:00,2026-03-14 18:43:23.212693+00:00
cbb3e5bc-c8cd-4ad5-a4c3-4fd732148c36,b6c5a64c-cf4f-4ead-93d9-ccff245c81d0,385814b3-a7e2-4640-bc91-8ec6a03e9ac6,2026-03-15 14:31:10.826865+00:00,2026-03-15 14:31:10.826865+00:00
d1a93166-f0ed-4d41-936a-fd08b800c615,b810184a-0a6e-4631-949e-cacb21853536,15c59cf1-e4a0-4f83-809a-ec66ff5a11ee,2026-04-13 17:52:07.386959+00:00,2026-04-13 17:52:07.386959+00:00
f41f21ac-10d4-4981-a1cc-5081192e2895,cbcab528-7749-42f0-8b5d-1f1b21c876ba,7eedf69e-6edb-4049-94aa-716c94042b1e,2026-05-12 06:36:39.044740+00:00,2026-05-12 06:36:39.044740+00:00
1a0f841f-828b-4473-8854-a70fffd2f3a3,d9d84637-8f18-438c-8ecd-0288bc47d768,9416a11b-5715-44a2-a38d-1f5f2a7076be,2026-05-21 17:07:23.408595+00:00,2026-05-21 17:07:23.408595+00:00
2757206a-d554-4872-8dca-5eb481a39758,92034112-c7d4-4f0f-af0b-65fdb2227316,87f9c968-b439-46e1-827d-ba4e9f9b72a3,2026-03-13 19:26:20.259668+00:00,2026-03-13 19:26:20.259668+00:00
5d18beae-a3cf-409c-a949-f612a91d54c0,78d85bb0-d37b-46a6-b46e-e8e8a8af8d1c,21bca09f-25de-4bec-9996-9422cc51d353,2026-03-22 11:54:15.503895+00:00,2026-03-22 11:54:15.503895+00:00
4e1e224a-92f7-47c2-974b-2d2783c90d3b,0e946ba5-a7fd-436e-b8cf-d15df114edc4,f953d666-826d-4ba0-9774-fa31785b8453,2026-03-03 01:13:37.773118+00:00,2026-03-03 01:13:37.773118+00:00
d500b92d-f7d0-4f98-9143-66e72c9f4e56,2e38100e-3b25-42ec-8714-ec94309b1fce,2a4c6112-e218-4e73-a52b-81cdbe4273a0,2026-03-08 20:17:06.155137+00:00,2026-03-08 20:17:06.155137+00:00
36378d3b-0c76-40f8-989e-01315300e28c,3fb94c15-1b0c-4a2d-a6fb-c223a2e50cd3,03945f82-b5d4-4503-ae4e-80df8d3b55c3,2026-04-09 06:05:22.160969+00:00,2026-04-09 06:05:22.160969+00:00
2237ff96-b78a-409e-ba13-3b7af0463aed,aa0baebb-2940-4905-a908-765eaac451f8,a96865f2-cc32-4cdc-9def-1ba8ddbfd160,2026-05-29 06:01:49.947050+00:00,2026-05-29 06:01:49.947050+00:00
991ec923-1f1b-4135-8f73-ea70e850a5b0,4548bdd7-8830-4809-ae94-4672b5c30bcd,5bb31627-76d9-442f-9639-02b05a88f821,2026-04-18 19:21:19.189745+00:00,2026-04-18 19:21:19.189745+00:00
cddcbb26-bc34-41fa-a0c4-844a42879179,ecb0acfb-9d21-43fb-a239-b4bce631d70a,a427ed13-4f8f-4773-8ae8-571a9a36b8d7,2026-05-25 14:59:28.628540+00:00,2026-05-25 14:59:28.628540+00:00
47ae420e-305b-4b92-95e2-0c44e09dbd36,22e43867-e579-4f64-9296-2490a7383f33,ece0af4d-ee0a-4db7-b96d-d275ac266d77,2026-03-05 19:06:37.210143+00:00,2026-03-05 19:06:37.210143+00:00
213cc1bb-b43b-42d8-9ee6-9a7ab8c93fe5,d3d1f253-0c1a-4453-87a1-f816b4d0b19a,aa5581cc-b39b-4588-916b-edeeee6a8850,2026-04-02 12:15:24.190928+00:00,2026-04-02 12:15:24.190928+00:00
e26e0c6d-27f6-48c1-af34-eb53d1408abd,e0335bdb-3647-4859-afe0-0e1936a480c0,ad86d36c-a2ce-4b0c-9b20-21e11258632f,2026-04-26 05:12:22.128039+00:00,2026-04-26 05:12:22.128039+00:00
286295c3-e5f4-4174-a17a-81509f3d5edf,e134df11-b76a-45a9-a7df-0761d2a3611e,687fb17d-94e7-4171-861b-937844b50228,2026-03-26 06:29:00.617285+00:00,2026-03-26 06:29:00.617285+00:00
b6a0ebcc-0b26-4875-a0a4-d3049bc9c017,bcff59b1-1f0a-4e88-b55f-5eff03a798c5,5d54045a-0130-480f-b4dd-01b6736cd96d,2026-04-03 02:01:41.265286+00:00,2026-04-03 02:01:41.265286+00:00
5497d9f8-5075-4a2a-9a94-4bb586593596,d8a03fdc-7858-43c0-8464-fda563aa057d,4ada55e3-1dad-49b6-9a4a-a3c37c055115,2026-03-22 11:08:30.152986+00:00,2026-03-22 11:08:30.152986+00:00
c4208fb2-e209-4311-b57c-5784f26656ba,e4d07c7f-b490-47d5-af9a-97942f32b927,df1c1cd5-aa3e-4c5e-a480-3b8e8cc65791,2026-04-23 15:03:49.840555+00:00,2026-04-23 15:03:49.840555+00:00
86238f59-5e4d-4d85-8eba-cb43d3915476,114f2b80-6e9a-48e3-9c21-35fd5d40aa66,1a4c2beb-ac39-4aaf-b085-61c3ebc26843,2026-04-16 00:01:13.192236+00:00,2026-04-16 00:01:13.192236+00:00
9f013927-23a0-48e6-b92f-c2edef89c7b9,3a25d97f-aec7-4a6a-8a0e-6a3241829589,423154c3-3338-441f-853d-2919bfddae32,2026-05-29 17:06:55.053441+00:00,2026-05-29 17:06:55.053441+00:00
01703ca4-ce8f-4449-9c60-4dca611f6ccc,562167ff-e6e0-4b7f-9546-0f29ef57a301,39103e95-24b4-41c1-b319-cf959b376458,2026-05-10 01:13:15.416562+00:00,2026-05-10 01:13:15.416562+00:00
df3443d4-e4db-4eb7-9275-f6462dd359d8,5885f266-e348-4731-bcab-0a0d036966f7,8a40a47f-6a7b-4732-9637-ac08326797a0,2026-05-28 07:38:50.988774+00:00,2026-05-28 07:38:50.988774+00:00
dd70a3a3-748e-4583-8251-c4b0caafcf86,7287fa59-cde9-4729-ac32-fc65437e3590,1f9509e7-7157-47f2-b715-3fd417764741,2026-03-22 08:41:00.351777+00:00,2026-03-22 08:41:00.351777+00:00
5cfedad0-f495-4f9e-8dbe-7d9d97c3a5ad,68f0989d-469a-4551-8e1d-13f050fe404b,f22812fe-e408-4906-a794-013d15e42b43,2026-03-18 13:31:22.745196+00:00,2026-03-18 13:31:22.745196+00:00
573acfe9-d87f-4b7e-814d-b716e14ac75e,d537515a-ef34-4f00-927d-1c9aec57fc71,0f30a4e4-1d2d-4cc7-bca5-0ea73afaf1dc,2026-03-20 12:23:48.973440+00:00,2026-03-20 12:23:48.973440+00:00
960bb360-d339-4932-a08e-92b6c79674b7,e3d57058-bdc9-4457-bec4-4b0f209cde49,b2d1542f-f743-486d-a463-d63d6506e376,2026-04-22 10:24:27.415046+00:00,2026-04-22 10:24:27.415046+00:00
38ad6188-23e9-4706-870e-4b63b7c104bb,5351da82-9445-4c2a-b37e-daf2417d7e63,58f13a08-75d7-47f1-a76e-af6414ae9cef,2026-03-25 23:04:09.325504+00:00,2026-03-25 23:04:09.325504+00:00
a1aad26f-4410-4da7-a309-48c05ec54aeb,a5e953c5-fa15-4d7f-a9df-72fda17e6e08,755efde7-47a1-43de-8d1a-3882b836ccb2,2026-03-19 19:11:24.518336+00:00,2026-03-19 19:11:24.518336+00:00
