customer_id,label,cluster_id,is_abuse
23a30fd7-23bd-4e1e-84c7-62b931576ef0,normal,,False
fae0fbc9-5bf7-4778-a808-fb5c1857662c,normal,,False
d5d7fa35-73ce-4f73-a4b5-022b60c4c279,normal,,False
b250869c-0af0-46dc-b963-31ef5e1c9ad1,normal,,False
ecee10a1-9a5a-4477-81c2-69efe2dcf727,normal,,False
17c45972-9021-4de3-8bce-e0096d516ffc,normal,,False
4e15a02d-07b4-47b7-92b9-1c1fced7e832,normal,,False
b4b0d5e6-9ee4-4c7b-8c1a-52b7e30b07d6,normal,,False
087bf5e2-fb8a-4487-acbf-95b8d1b86836,normal,,False
40e046cf-59f9-4c6b-9cc8-b500c5bad0bd,normal,,False
7254fb58-fe9e-49d1-8c70-273380e3896c,normal,,False
fc892e18-0018-4ec1-b28e-77d107c2e285,normal,,False
47f930b1-aec1-49ec-85d6-1ddce3ca51de,normal,,False
11cae0b2-bad7-4a1a-9b96-7160bace8820,normal,,False
f0b6c2d9-1d29-474f-bedd-78ef036f456e,normal,,False
d9e47dd2-3300-4bf8-8bb7-548754c3b497,normal,,False
91def9b9-f5e9-4ea3-a9c2-769050b094a9,normal,,False
c4622b2a-bb1b-4aa6-a32c-6dccc47a1155,normal,,False
ea7ec4dd-6e1d-4d6c-928d-9639c010f0ad,normal,,False
9ec0138d-5623-4b48-9bab-3c2e88f41f6b,normal,,False
2c116a38-8ae4-41fa-8c77-2c98cfdd1096,normal,,False
200e9ded-8120-406b-b874-5104ff02a6d2,normal,,False
889328d5-b68a-433f-bcdf-07f1c48c7d71,normal,,False
3cc5cc8d-2206-4f05-8f0f-cda069e92d09,normal,,False
82030f62-4a27-4714-9792-767532319907,normal,,False
d571fa26-1098-49fd-85aa-29b337330398,normal,,False
4becab59-cc8e-496d-a7fc-e8d239b97057,normal,,False
aad8c4d2-9de4-4c27-865c-c6a982821561,normal,,False
ee1c7e0b-bae7-4e39-9a4f-dfc6a199a52d,normal,,False
add923c8-1851-421c-bf41-1346a8216efd,normal,,False
2f7bb950-9187-44b8-a67c-2be726cc87f1,normal,,False
4ee7a26d-f37e-4bec-9d8d-f308d2e49458,normal,,False
d43f1ec6-4728-467e-9d3f-9b4c7ee92548,normal,,False
0f70e8c3-ef04-4f70-90f9-7027f66099d3,normal,,False
5aa39985-0efb-4ad7-bb87-f0a4aa9e8c7c,normal,,False
16c09f59-5241-4d1a-ad14-bafc6f7a99fc,normal,,False
3906bdb5-e978-43cc-bfca-b83b696a235c,normal,,False
75582f53-8b37-4bb5-8811-10ed833b8b99,normal,,False
c73b722a-26c5-4107-b893-d1f2f782b8f2,normal,,False
7a4c3aad-a610-441f-bd87-6240e125c554,normal,,False
58043e55-80b7-4016-9f75-e807e514ead5,normal,,False
86ebd6b1-98f2-49bd-bb42-8086cb0240a4,normal,,False
4479ef26-4457-4089-a00c-3c85f5f03c76,normal,,False
db2e2b62-df95-4e00-b51c-79c09ce322c2,normal,,False
faf6684c-3fc3-498d-b113-b8e1410eb0ba,normal,,False
a4b7cf3c-4010-4deb-a85e-9315a6b18747,normal,,False
897a067b-573a-4f2e-8d30-394ec4eb4ded,normal,,False
23ca04a3-9c79-43ab-a14e-76c11d43125a,normal,,False
50328893-882d-4050-828b-2d31821e4167,normal,,False
9836c2dc-2ad0-464e-a252-e769fa8f8a0c,normal,,False
61288f74-cd16-4655-9bfc-5339503237e1,normal,,False
cffa5547-396a-4702-bb57-153b63ba38e4,normal,,False
1b679c1b-eef0-4436-9eb3-80000fd4a2f3,normal,,False
e42cffdf-1ffa-4dbb-b9c4-bad1e8b6df25,normal,,False
970a1f79-128b-43ee-826c-c3b5cd5be559,normal,,False
d03cf53c-a002-4691-8e9d-cbc4777d90c3,normal,,False
9d9a816d-df0f-43cb-82c6-bfd51cf432a6,normal,,False
b2bce047-8d39-49ff-8f94-6aab944703ea,normal,,False
04c3f045-53f3-4d27-84a8-2cf43a0782ec,normal,,False
536c77cc-e54d-4c8f-8f95-5e5fa2fc0225,normal,,False
81a631d0-108c-448e-b75e-9b0413baaee8,normal,,False
f8e39155-62b5-4677-9d36-214fbf968bc1,normal,,False
41c9d05b-530a-42dc-8a68-a533b3fb2da7,normal,,False
32a2a343-062d-473c-97af-5ec0a86e858c,normal,,False
fbf93548-8887-412f-bcfa-a414849e541d,normal,,False
dd350f2c-635d-44f0-b450-56e54eea1753,normal,,False
e3a5ac2e-5136-4d45-89b1-e1daeb8fb052,normal,,False
06a43c30-470f-444e-8b37-1854d59ab1d6,normal,,False
ce0ab24b-4faa-44e5-bc8e-b2a7eace59e0,normal,,False
e5d4629f-fd4c-4319-9b63-6161e6ed5c0d,normal,,False
e222ef9b-8e88-4d30-afe3-ed7abac28687,normal,,False
3eb93199-9761-4222-806a-c3edb8bad66c,normal,,False
67032a56-a2e8-4a88-9a41-7258e11486aa,normal,,False
891ecd3e-d2fa-4d25-b7e8-de76b7b96a6d,normal,,False
ef39c2ec-f96f-45db-9bff-9d9e71a31d21,normal,,False
03f235f6-dd2c-4cbe-8ab4-b062d409c421,normal,,False
f167e593-f7f6-43e3-83c3-07933c4088e1,normal,,False
18cfb257-4894-49fe-beb2-4222672464ec,normal,,False
e30a8474-329b-40a3-b927-3f34de9d752d,normal,,False
bed15d44-1db0-4fa6-b657-62daa9afd758,normal,,False
d4aca666-18bc-4ce2-89d5-4f8f8e079573,normal,,False
7f910131-8636-497d-8e8c-e3f2f383e86b,normal,,False
075676bf-58c9-4dd6-9551-a832f9fb4436,normal,,False
ab17f3f1-bf2e-4a41-97e6-083e54664118,normal,,False
2a8dd0da-c4a2-49e6-8ad2-44ddac4d36ae,normal,,False
7f8d6850-5eca-422a-b873-9a8fb38759ef,normal,,False
aca17a31-0db1-4a58-bdfa-c78c2c8c04fe,normal,,False
401de78b-7f93-42db-9090-356eaad53561,normal,,False
7257ba4a-5a04-4114-8418-5be5b85769fd,normal,,False
e9d46f4c-6b79-4f9a-8a8d-11f992f16c8c,normal,,False
8b0ce537-aaa8-418d-b021-b9787c66f4d1,normal,,False
8bac5c17-3de5-441d-bcb9-3a5dcd90f1f1,normal,,False
28ead82a-9fbf-4e62-85a4-b2c2039f3dd6,normal,,False
20e14ec8-cdda-450d-91a3-cc51d4240d87,normal,,False
0a35732c-944c-4ea2-a27a-fa966c31affd,normal,,False
aa388d7c-12df-4584-a280-96f4547012c2,normal,,False
7eb7f713-1ff7-4fb4-bb04-efeac774a8cc,normal,,False
3198ef5a-de3d-4b7d-9912-6aaaf189792b,normal,,False
cace44df-664c-42a2-984b-b41585b864c7,normal,,False
27698c57-98c4-4995-af8b-bd46d75c4a58,normal,,False
0daea026-ea6f-4955-a163-fbc6ae6b0b69,normal,,False
8789aae2-136d-43c8-a015-e3d8f8593b9f,normal,,False
374152f2-6528-466b-b8a3-625d6a4aaff8,normal,,False
86eca212-5b6a-4f81-81a2-ae81d1ee5147,normal,,False
71cbea65-218a-4f17-9bb6-a401e0d40d40,normal,,False
d5e62aaf-aa40-4da2-b78d-cbe032948a55,normal,,False
016ab6b7-b2fe-4805-bbd4-dfd10f024cb6,normal,,False
84e63d4d-4410-4b10-a52c-f18c570f1db5,normal,,False
c1d35bf9-239f-4f11-acb0-74fd3c4ae0b2,normal,,False
bfa28eb2-b045-46ff-8bcf-16510cd20e4a,normal,,False
e6a79823-5ca8-4f5b-8017-5c2eaa5c9896,normal,,False
22a722f3-f0d7-4039-b193-f1962996c3e4,normal,,False
ec8ece36-91e6-4513-94c1-3ed8d72864de,normal,,False
655b1ab2-325f-4fdb-9b80-33b9e47a58fa,normal,,False
549c6877-f36a-4e1e-a448-76cc78c81c07,normal,,False
f20621e8-e551-4139-bbaa-83f9314b639a,normal,,False
897afc10-029b-49dd-8f5a-a13be8cc0d5f,normal,,False
6affb5d8-1ba0-454f-b062-85292a9f3e9a,normal,,False
75fc3ce4-80da-4482-811d-f8ccfea9a788,normal,,False
09c8c9ba-83e5-44af-8a67-a062251cc914,normal,,False
62c2c4f2-218b-4ebd-9550-a01efd2dce31,normal,,False
88360a25-17e4-4b4d-98a8-1f5c30d73414,normal,,False
25c3c726-91d9-4c2b-bf05-4c575c69bb9f,normal,,False
fc7bcfa2-f8c6-4907-b4f8-bbd7f5dac6e5,normal,,False
912a6d4f-b8f7-4d18-8898-7993062b5ae9,normal,,False
aae5d963-886e-4082-acb2-c8177625b36d,normal,,False
144a4b54-32b8-4f7e-bbb9-76e82ac73228,normal,,False
e340d5bb-7a17-4f11-a30c-989f38677c88,normal,,False
4ced4b9b-ce8a-45b1-81f9-cd12d64d9e51,normal,,False
cb1ad60c-b1a1-4d51-9325-705d06f9431c,normal,,False
eb587712-7cbf-46ab-8e3e-533d970c747c,normal,,False
17d1a2d1-fa99-4ac0-90dd-ab42cc82e1ae,normal,,False
95ca68ab-5733-4da2-999c-cdda1a79fda5,normal,,False
2337c1df-88e4-4c09-afa6-bf57dc483ce4,normal,,False
4ca65a42-9b45-4c58-b1a8-f7cd77a9c291,normal,,False
