id,customer_id,device_id,first_seen,last_seen
1bcebc4b-2073-401e-91ed-ac6a9c8dcab3,23a30fd7-23bd-4e1e-84c7-62b931576ef0,95460078-01bf-496a-bfa3-a4cfb16891c4,2026-04-28 11:19:49.844941+00:00,2026-04-28 11:19:49.844941+00:00
2e6b74e9-9261-4316-9065-343f5829ec19,fae0fbc9-5bf7-4778-a808-fb5c1857662c,2283e4c5-272e-4eec-be4a-d728cda6af2a,2026-03-25 02:37:00.112932+00:00,2026-03-25 02:37:00.112932+00:00
fa68e740-817e-4681-a1c1-3df8e4d4b233,d5d7fa35-73ce-4f73-a4b5-022b60c4c279,80b6c0ed-bcd4-4826-a043-f5ce0e4cd2b2,2026-03-13 21:33:54.208581+00:00,2026-03-13 21:33:54.208581+00:00
3252b1c1-bca8-4f31-bb71-fcabd176b592,b250869c-0af0-46dc-b963-31ef5e1c9ad1,3cc5d3dd-5b4e-4f75-99ee-fae105ef98f4,2026-03-23 02:59:17.792998+00:00,2026-03-23 02:59:17.792998+00:00
d4c5e316-e30f-4e2c-b566-160508bbd3ac,ecee10a1-9a5a-4477-81c2-69efe2dcf727,a0ef77cd-eaa1-4ac6-a852-9a166f440da2,2026-03-28 18:16:24.363556+00:00,2026-03-28 18:16:24.363556+00:00
466cbe58-70d2-47ff-baf0-12892bbaa7a8,17c45972-9021-4de3-8bce-e0096d516ffc,6dc9cc92-73e5-4794-98d8-7db7a36b1b71,2026-05-13 16:07:04.831760+00:00,2026-05-13 16:07:04.831760+00:00
295f5a5a-557c-421b-afe2-a7d1383297b2,4e15a02d-07b4-47b7-92b9-1c1fced7e832,54005f7a-912d-40a3-8429-b438e0337e6a,2026-03-03 03:39:07.065186+00:00,2026-03-03 03:39:07.065186+00:00
9392c44d-7fcb-412b-a588-a9bb9a87636b,b4b0d5e6-9ee4-4c7b-8c1a-52b7e30b07d6,a06c7575-b962-413c-802f-25a0f3261dae,2026-03-13 16:11:03.065448+00:00,2026-03-13 16:11:03.065448+00:00
556bfa21-735e-45af-aeba-6d80b665fb13,087bf5e2-fb8a-4487-acbf-95b8d1b86836,3448c361-cf79-4405-be75-251d780c959b,2026-05-31 02:25:16.891157+00:00,2026-05-31 02:25:16.891157+00:00
1b92ada0-aef2-4d2a-83ea-7967d6310cbf,40e046cf-59f9-4c6b-9cc8-b500c5bad0bd,e8bc2be5-4b25-423d-a1c5-497d8f6e5b43,2026-05-09 18:17:14.200617+00:00,2026-05-09 18:17:14.200617+00:00
e360fd3e-dc98-490a-bfaf-1250fc7fc00f,7254fb58-fe9e-49d1-8c70-273380e3896c,b4e95926-6d3a-4c3a-8431-f6eda8aef723,2026-05-05 17:22:19.374791+00:00,2026-05-05 17:22:19.374791+00:00
49de7fb7-caad-48a7-8f18-0fb60ff46912,fc892e18-0018-4ec1-b28e-77d107c2e285,ed4bb78c-7689-4dbb-85e1-ea4d53d83e21,2026-04-09 08:48:39.022343+00:00,2026-04-09 08:48:39.022343+00:00
95895362-7e3f-4b20-98a8-f3b23f7e8bdd,47f930b1-aec1-49ec-85d6-1ddce3ca51de,b8d319a5-96b7-4bdd-8d8a-1e00027897ef,2026-03-05 18:24:25.517632+00:00,2026-03-05 18:24:25.517632+00:00
6afdea68-301d-49f7-82e4-dd4aca27db97,11cae0b2-bad7-4a1a-9b96-7160bace8820,49ae4b4b-465b-4f03-b363-68eb61775315,2026-03-21 15:52:33.215920+00:00,2026-03-21 15:52:33.215920+00:00
f33ec007-018e-4637-bce7-ee7ebc669c7d,f0b6c2d9-1d29-474f-bedd-78ef036f456e,f3178351-cbb6-4cfe-9366-707fabae57f5,2026-05-29 01:15:02.816746+00:00,2026-05-29 01:15:02.816746+00:00
1290a88d-9fe7-44d9-ba8d-4b3e40424692,d9e47dd2-3300-4bf8-8bb7-548754c3b497,9bf6650e-4192-41e7-9d25-4203f39d67ca,2026-03-20 16:35:55.773806+00:00,2026-03-20 16:35:55.773806+00:00
e662bcf8-c445-46ee-9606-ebde506cc3cd,91def9b9-f5e9-4ea3-a9c2-769050b094a9,e34f375a-22da-4d56-af6d-da9ee21596e1,2026-04-27 09:18:53.122971+00:00,2026-04-27 09:18:53.122971+00:00
ef4faf1d-2e07-4fd7-8eb7-60e8fd259c6a,c4622b2a-bb1b-4aa6-a32c-6dccc47a1155,c860a1f5-a748-4223-a711-7549ce1597a3,2026-05-07 02:11:31.726903+00:00,2026-05-07 02:11:31.726903+00:00
696ba53c-4c0f-454c-a0b6-e80fad40d326,ea7ec4dd-6e1d-4d6c-928d-9639c010f0ad,d0386f8f-1f64-43aa-9af9-023c27c1ff2e,2026-03-25 17:15:44.800287+00:00,2026-03-25 17:15:44.800287+00:00
b8a8117f-7b76-4068-8b92-87613b2f88aa,9ec0138d-5623-4b48-9bab-3c2e88f41f6b,a7bb5e8e-17c9-4678-9733-32d89f876f09,2026-04-05 20:56:23.381210+00:00,2026-04-05 20:56:23.381210+00:00
9a5e431a-bbd6-4072-a4b7-499489cbb0ba,2c116a38-8ae4-41fa-8c77-2c98cfdd1096,b053ae3f-8794-43fd-b0cd-7d231d6fa117,2026-05-30 23:43:30.783228+00:00,2026-05-30 23:43:30.783228+00:00
05d530ea-80f9-4008-944d-d71b1ebbbe16,200e9ded-8120-406b-b874-5104ff02a6d2,f7aca0ef-da1b-4d73-8870-d8918a9c1dbb,2026-03-30 03:22:52.220489+00:00,2026-03-30 03:22:52.220489+00:00
22d27a15-0491-4024-be38-74b0a48a318b,889328d5-b68a-433f-bcdf-07f1c48c7d71,ae9c9f8b-6995-4960-98d5-41ef7ed33b4d,2026-04-22 01:16:33.069846+00:00,2026-04-22 01:16:33.069846+00:00
9801acbd-07ed-49da-806a-5de56287cb48,3cc5cc8d-2206-4f05-8f0f-cda069e92d09,4aabaa19-c492-47ab-a4da-57f007dbc266,2026-05-23 21:21:28.900751+00:00,2026-05-23 21:21:28.900751+00:00
5a9bdca8-04ab-4cb6-92c1-2ed47aaf4963,82030f62-4a27-4714-9792-767532319907,98878431-3abe-46ac-8952-543aa77fbafc,2026-03-05 14:14:27.554018+00:00,2026-03-05 14:14:27.554018+00:00
a1c707a8-cd77-454e-af9d-1ec11ea14800,d571fa26-1098-49fd-85aa-29b337330398,2434dd1f-5d83-48a1-8044-2f328b8f0629,2026-05-23 10:00:45.358856+00:00,2026-05-23 10:00:45.358856+00:00
ff56e3ff-41d7-4fb9-bbc6-c0b7391de4f3,4becab59-cc8e-496d-a7fc-e8d239b97057,ffce29e2-0db9-4e39-9357-44198480f321,2026-05-16 08:21:01.128829+00:00,2026-05-16 08:21:01.128829+00:00
