id,customer_id,device_id,first_seen,last_seen
b7f4326b-bd57-4291-853d-8f79754f2a81,e90627f5-e358-42a9-9fac-4361930ccebc,edbb99f1-5caa-4e51-a1fd-844cfa3598aa,2026-04-15 14:03:23.938875+00:00,2026-04-15 14:03:23.938875+00:00
423e9211-5752-4847-8b38-c9d3ccd34f37,cf2df8e0-f67b-496a-ba56-a3be4ed30bb9,53a59275-80cc-4246-9506-66b8365db6e7,2026-04-17 15:35:47.843897+00:00,2026-04-17 15:35:47.843897+00:00
d15d8730-d02b-4fba-843f-35907809710a,401c7cf8-dc05-4673-bddb-d283868caf3d,740cb4fd-59b3-47e3-9e72-d4d50ffcc969,2026-05-28 02:31:55.167104+00:00,2026-05-28 02:31:55.167104+00:00
eeb1e6ac-8639-4804-b715-3f747ccaf538,e6fb6d03-c0a8-4ec4-94f3-d84130c58ffc,18174269-a4c9-4a36-9209-2b8e1af3d8cd,2026-03-19 11:37:36.489107+00:00,2026-03-19 11:37:36.489107+00:00
bb41a30e-d826-4d50-9b08-2bf2418ef373,a2ad458c-65ab-43a0-adcf-64945690520e,ff1a31e5-61f2-4239-87f5-ead7bf62b83e,2026-04-03 00:47:16.444863+00:00,2026-04-03 00:47:16.444863+00:00
eee1d1e2-9ace-4018-9fb6-349581c2e736,7aa03f56-dbf0-4e2f-8389-bd24a2fa8e96,d576f33f-ec00-4ef1-b48e-c77bdb991e77,2026-05-29 18:53:13.466141+00:00,2026-05-29 18:53:13.466141+00:00
8cc0a6ac-88bb-402d-bbf0-ba13e1adf712,0ec30e2d-2f0b-4624-b917-729b1ec42aef,62b29013-5c8f-4b5b-89c8-ed94884b2050,2026-03-10 01:37:56.379794+00:00,2026-03-10 01:37:56.379794+00:00
9eb8180c-8ee8-40ca-9e0a-58084b71ed8e,b3f70842-7c23-4314-97a9-0c7b041684bf,41b10a7f-6c44-4f29-a02c-0d9a2fc01e13,2026-05-06 18:44:15.066939+00:00,2026-05-06 18:44:15.066939+00:00
db5a10db-d849-4d81-97eb-ceaba01c84ed,6dcc5a94-32f5-42c3-b98d-4ef3712af80c,8eb12578-5b83-497e-b9d9-a6b18aeae92c,2026-05-18 04:10:47.817328+00:00,2026-05-18 04:10:47.817328+00:00
03e2d7d3-d0f9-4d28-81c3-d17323d0da5a,1e4d2944-6a67-45af-b955-6d912ab97042,d7f3cbbb-65a8-4384-9529-4974c712424a,2026-05-17 21:33:20.973231+00:00,2026-05-17 21:33:20.973231+00:00
01f0f485-927a-431d-b3bf-912156ef6e87,83f17dbe-8462-47fb-a998-ad14b99ba53f,622f7a22-d04f-4549-9b66-08ad9b22522e,2026-04-27 14:10:16.003998+00:00,2026-04-27 14:10:16.003998+00:00
bb50e0b1-0230-47a4-bd49-cf18ac77665d,c2a2882b-3d49-402f-bf91-e4093d1fe6a6,00fa441c-5a8a-4bf2-ae94-465dd93c23b7,2026-05-25 08:41:53.502679+00:00,2026-05-25 08:41:53.502679+00:00
03d6c930-76a2-497c-b0f7-ad5e3f7e0585,8d7a4e05-8e2d-40db-81c1-a744d2fb7b19,1eff19cf-63fd-45ae-b150-d63de0e6d1ba,2026-05-05 20:22:44.660998+00:00,2026-05-05 20:22:44.660998+00:00
