id,order_id,amount,reason,created_at
0e1e0c67-f3ad-43c6-8991-032868c1991c,2d310f61-29ec-439b-bcf2-a653455972f7,1262.34,late_delivery,2026-06-11 05:39:24.582527+00:00
ee33071a-99df-4b0e-b4d7-27bea9b31f66,85b2f084-75f0-4430-b0d1-b38a06718b31,2361.51,wrong_size,2026-04-26 02:28:57.189711+00:00
5d2dba6f-33e9-4a8a-8ee0-052c6133c027,ed7fe754-db81-4ff2-ae42-a63a6d44f120,2835.82,not_as_described,2026-06-05 05:53:49.802225+00:00
d1ded594-2f12-45c7-9e6d-e94d9f16350a,5ccd1194-1a53-45cc-8035-ab2338216929,767.97,wrong_size,2026-04-02 16:14:06.964117+00:00
4da3e50d-40dc-4f53-ba34-68e873e44d4c,f05315dc-0ab2-4451-b5eb-dfd269a22dee,628.93,changed_mind,2026-04-02 10:20:16.967325+00:00
82d8917a-6275-49fe-8993-af002dafae90,6066abf6-bede-4c15-823f-50022a29fe19,475.54,changed_mind,2026-05-01 00:07:26.402275+00:00
32f0003f-5da8-4cfe-a186-a3d2df48c28d,d6fa8318-a4c7-4937-a2ed-e41df215fd9c,785.28,wrong_size,2026-05-20 07:01:09.067254+00:00
568db53e-b016-43dd-9c1b-8259e104a78f,d6eeced6-f22a-43af-ac02-2907e405a88c,1433.98,late_delivery,2026-06-09 09:03:10.356821+00:00
25530e2a-2916-4015-91d1-df0a7f15f6e2,5a5bc3fa-1a25-442d-8a8c-072f0540132b,1337.2,not_as_described,2026-05-11 04:42:46.507588+00:00
7dc253ea-c345-4d0c-9d49-eba9a7e26d22,48f58630-cd58-496a-b726-e166aa5cfb3e,1917.29,late_delivery,2026-05-17 14:42:47.088895+00:00
0f5f7ced-b781-43d9-9746-c6b5700b0015,81a86e42-6655-420c-9eb7-83d0cee26182,3760.31,duplicate_order,2026-06-05 22:22:41.228786+00:00
6db15005-63f3-40c5-949b-9e8192c2d764,70d1975a-8e7a-4809-a8da-dc9390e1a9b6,1560.95,wrong_size,2026-06-03 02:43:45.681524+00:00
d70219c9-453a-430c-8e63-0487a638ef99,a1517720-f888-4260-a9a8-43c38605b1dc,4883.99,wrong_size,2026-05-08 23:48:12.671204+00:00
51e0909d-5fdc-41c3-adf4-933b7e45b429,29d400f6-a769-4e63-9b2b-a643f5cabf47,5.97,changed_mind,2026-06-01 10:46:02.973424+00:00
9e5d3a34-917d-4a03-9bef-725c4a6e3a4c,e9845c26-7f07-49a4-86e9-5cb80c5350aa,1163.96,changed_mind,2026-05-11 14:55:36.820843+00:00
232e2ca7-409b-4df3-8ff3-d6d9cb18b3eb,42e36457-9ae7-4724-a056-cc1382a102a6,966.78,duplicate_order,2026-05-19 03:00:55.390642+00:00
f992ba1f-865b-421c-b38b-decfdb61d241,9d2dba3d-7e04-43ed-bcaa-483f6ec6b00d,827.53,changed_mind,2026-04-23 17:20:20.321960+00:00
