id,device_fingerprint,created_at
4150a564-cf0a-455f-9f65-12c5a6e4b8d7,340e8444736ef26c605c1a42218a523d,2026-05-27 18:24:20.899756+00:00
18941cdd-c930-458b-9d55-469e8cb79ba3,2de3ff7fdc9bff44eaeb676fb905893d,2026-04-27 20:21:00.131608+00:00
39ed80a9-57cf-42f1-b4ef-c3f23b55fa83,1b0599ac5afc1e0c8ac9bae8740f3be3,2026-05-27 15:19:22.554843+00:00
20f83a3e-ff20-4fe2-9bab-384f29a62bb4,80701af1636d334febcce6211a067bff,2026-05-10 17:21:36.548531+00:00
3bc67ec0-398f-4e89-b0c2-282006529352,122fdf1a1f315a060d9e08f9d5746477,2026-05-10 07:22:31.225759+00:00
01186f8d-e5cb-448b-9289-5843db3b95c9,8249dc7d0851e1e026638b18830a5b5c,2026-05-28 01:07:09.340773+00:00
9dbc5ae5-e157-4eea-a32e-7331f5ad6139,980fb7d7651cff60c9a2b6ed7757192a,2026-03-23 00:47:25.782194+00:00
e9194034-08fa-46e8-8d82-47ee0a9c5c5f,dd94cc1f9f9fab599e9006c3cf11bf52,2026-05-27 13:19:18.958328+00:00
1fdf531b-b77e-4212-9cd1-f269336381eb,20bbb4649837a973d2721844ce99c411,2026-04-05 09:40:43.058252+00:00
ba679530-d1f0-400b-b1ca-7de1e56c3247,7ad806d0a26e14b25dbc6ca556af9ae8,2026-05-04 13:44:24.996718+00:00
62d0971d-11f6-45cc-bfa3-f3d0ade79e41,57ecfeebc7dc98946e6552bbb13df306,2026-05-27 20:01:41.832265+00:00
cedacc36-42d9-4b88-aac7-3f07bfa227a3,23db9ca055f1ba1b49d43782c5b05459,2026-05-24 12:41:00.085167+00:00
27dfdeaa-983d-4829-b39a-c514f3ad7c62,2214dca275e83d4ba1fb55a65f41b093,2026-05-06 21:28:42.942547+00:00
d5beb5ad-193e-4245-94f1-7bfa282e078f,760bea3a536219ce41720089444e870d,2026-05-08 13:23:15.000678+00:00
0a2b91d4-a028-4ca7-9db0-0b38ed64efe4,6b8db87aca5180b5305d17330757b1c0,2026-03-12 00:18:48.773538+00:00
bbd4f8db-98a6-4f81-82c4-9dfe3d8d7403,e691c253737736a71cb7dbe093d0d6bc,2026-05-04 16:42:09.267986+00:00
93822f42-ebb4-4a75-b859-d892740614c5,322b271c7bbb5135f41c1057121c0478,2026-03-08 18:26:44.359736+00:00
728804ce-113d-462a-bb95-c8dbee8320ae,40ff22d449e270db5d93312dccd3a609,2026-04-14 17:14:10.608883+00:00
0cade9d6-5418-4056-89e5-98de2440df57,8a8c0c6fae14900fbcb8c1b169904bfd,2026-03-24 07:54:18.695705+00:00
561ad6db-def5-43bb-9d91-a9252fc16458,3f1dace5732399b5ace774e2a487189c,2026-04-20 15:33:35.567239+00:00
c402761d-5c20-4a83-915e-42824dc0ac23,32e124fadd383adb7729b514df341410,2026-04-01 00:05:23.845682+00:00
6b27f2e6-ab7b-49d5-a32b-ab3491443b76,5139bad9f6cf44748bc881033a4da563,2026-03-20 22:05:07.253587+00:00
02a19ab8-2969-44fb-b4a3-4ee3f0a759e0,6b236fd18279aed4a57060b7c2cef678,2026-05-16 18:54:16.819472+00:00
f8b8d471-0189-4bbb-b36e-967e5b870d4e,d1e8490cd8efada9683235f1d55a9d3a,2026-04-05 03:38:47.121569+00:00
77ad35f2-71e2-4498-a6f5-f7bf1b302e97,a1d0a5c230720e97de65564d5e30d0cd,2026-04-21 21:54:24.823800+00:00
6c42c5b9-d5eb-4387-a8d1-a90cc409f4b9,1e10880252904233864928d8ba51e3ce,2026-03-25 17:00:05.906525+00:00
24af6f92-1092-4178-917e-7ba1961c4c09,c19648b0eda7664747853fb0989b8ce2,2026-04-14 11:07:36.434904+00:00
522f08cb-c7fa-4506-8f32-266a337b5992,54a786ac0a335d814799e47c55bffff2,2026-03-28 13:05:32.631813+00:00
8cad95bc-f9b6-4a93-9cb7-6aa74530aa4a,1b7e5cd492448f6a554b42e97103d6b4,2026-04-05 02:35:40.977207+00:00
36ad8b70-4792-40c7-bb09-46135d78c015,5c5234af3d0e87cbffe4f45c544ad038,2026-03-03 16:23:25.393556+00:00
