id,transaction_id,order_amount,created_at
eb564bf2-2e37-4e70-8ff4-1dbe3ede476d,176d00d0-22bc-4a4b-8f7b-294c43828932,892.49,2026-04-21 07:20:14.782280+00:00
ad95aba4-3799-47d6-af47-e8062aa4c802,246d0516-e887-455d-8e11-d6ac4759c823,1886.93,2026-04-29 23:41:27.775903+00:00
c315d2e6-5513-4290-9de3-e89f90aecf8d,139e49fe-4d69-42c9-8db5-a61394e47781,1328.09,2026-05-08 02:02:30.752032+00:00
d8753e3c-cb84-4370-980c-8823b834ef36,f28b457d-4375-4dd4-aa07-9d71bef6633a,1649.94,2026-05-13 11:59:57.189573+00:00
8a773db6-90bb-4200-aa18-325863b54988,ec6537e0-39f9-44ce-9462-5b2cd9755c32,10.0,2026-05-20 12:47:50.203172+00:00
e302cb1a-c6b1-40fd-8a18-af8ee094c322,cb176e0b-5679-4a41-aacc-9186142d59a9,2117.13,2026-05-21 09:59:57.445077+00:00
3030c04a-111e-458f-936b-c7707f7a64da,9f5c3f8b-1684-45d6-9a2f-0c3855fcee2d,888.28,2026-05-22 00:50:09.254677+00:00
789114a3-14c1-4e8c-af39-26e2e2c4980e,59ef4237-0ce8-4ab9-b160-6651bf57637b,1045.48,2026-05-28 05:27:43.354061+00:00
d4e39d2a-561b-42df-810a-72d5b915c4df,62f3d4b3-a21e-49b9-8d42-bb9f226483d5,5161.96,2026-05-28 09:54:47.559626+00:00
cb4d89c8-c4c7-4cd2-bc40-6b67acad6394,cfaf8d75-c167-418e-9959-3c5c3a185572,3110.13,2026-05-18 13:50:15.599342+00:00
a0db8d84-82f1-40a1-ba3c-a4cb28fd2ef7,fa1681ad-3b87-4a90-af0d-cc13fddfc9a1,2038.1,2026-05-26 14:40:02.985573+00:00
e966601d-7ba4-4a41-972b-e4e84de6bcdd,cac41b3a-9191-47d3-856a-0d4480ead0c8,4799.18,2026-04-05 20:36:42.884073+00:00
2509c7c1-0437-4bb9-a8ae-dd8b5ba75242,2cb72cdc-8b60-4d48-90ad-afda14d86844,695.35,2026-04-11 22:02:39.862673+00:00
582a2829-add2-4bea-8140-33c242eae1c1,5af8ca0d-3c53-4deb-aaaf-a6f87c1db099,6117.42,2026-04-15 21:31:19.211488+00:00
