id,customer_id,device_id,network_id,amount,currency,status,created_at
176d00d0-22bc-4a4b-8f7b-294c43828932,e90627f5-e358-42a9-9fac-4361930ccebc,edbb99f1-5caa-4e51-a1fd-844cfa3598aa,df5dfb0c-4a27-42ad-85a2-3986f8f53966,892.49,INR,success,2026-04-21 06:58:14.782280+00:00
246d0516-e887-455d-8e11-d6ac4759c823,e90627f5-e358-42a9-9fac-4361930ccebc,edbb99f1-5caa-4e51-a1fd-844cfa3598aa,df5dfb0c-4a27-42ad-85a2-3986f8f53966,1886.93,INR,success,2026-04-29 22:24:27.775903+00:00
139e49fe-4d69-42c9-8db5-a61394e47781,e90627f5-e358-42a9-9fac-4361930ccebc,edbb99f1-5caa-4e51-a1fd-844cfa3598aa,df5dfb0c-4a27-42ad-85a2-3986f8f53966,1328.09,INR,success,2026-05-08 00:37:30.752032+00:00
f28b457d-4375-4dd4-aa07-9d71bef6633a,e90627f5-e358-42a9-9fac-4361930ccebc,edbb99f1-5caa-4e51-a1fd-844cfa3598aa,df5dfb0c-4a27-42ad-85a2-3986f8f53966,1649.94,INR,success,2026-05-13 10:25:57.189573+00:00
ec6537e0-39f9-44ce-9462-5b2cd9755c32,cf2df8e0-f67b-496a-ba56-a3be4ed30bb9,53a59275-80cc-4246-9506-66b8365db6e7,05da5cc5-6deb-43f9-b7de-395deb07b4f8,10.0,INR,success,2026-05-20 12:45:50.203172+00:00
cb176e0b-5679-4a41-aacc-9186142d59a9,cf2df8e0-f67b-496a-ba56-a3be4ed30bb9,53a59275-80cc-4246-9506-66b8365db6e7,05da5cc5-6deb-43f9-b7de-395deb07b4f8,2117.13,INR,success,2026-05-21 08:12:57.445077+00:00
9f5c3f8b-1684-45d6-9a2f-0c3855fcee2d,cf2df8e0-f67b-496a-ba56-a3be4ed30bb9,53a59275-80cc-4246-9506-66b8365db6e7,05da5cc5-6deb-43f9-b7de-395deb07b4f8,888.28,INR,success,2026-05-22 00:37:09.254677+00:00
59ef4237-0ce8-4ab9-b160-6651bf57637b,401c7cf8-dc05-4673-bddb-d283868caf3d,740cb4fd-59b3-47e3-9e72-d4d50ffcc969,c59bd71f-1123-42a0-bd9f-c06585afd703,1045.48,INR,success,2026-05-28 05:17:43.354061+00:00
62f3d4b3-a21e-49b9-8d42-bb9f226483d5,401c7cf8-dc05-4673-bddb-d283868caf3d,740cb4fd-59b3-47e3-9e72-d4d50ffcc969,c59bd71f-1123-42a0-bd9f-c06585afd703,5161.96,INR,success,2026-05-28 08:26:47.559626+00:00
cfaf8d75-c167-418e-9959-3c5c3a185572,e6fb6d03-c0a8-4ec4-94f3-d84130c58ffc,18174269-a4c9-4a36-9209-2b8e1af3d8cd,b9b65349-4ec6-43c2-aa9f-c66df82cc4f4,3110.13,INR,success,2026-05-18 13:32:15.599342+00:00
fa1681ad-3b87-4a90-af0d-cc13fddfc9a1,e6fb6d03-c0a8-4ec4-94f3-d84130c58ffc,18174269-a4c9-4a36-9209-2b8e1af3d8cd,b9b65349-4ec6-43c2-aa9f-c66df82cc4f4,2038.1,INR,success,2026-05-26 13:19:02.985573+00:00
cac41b3a-9191-47d3-856a-0d4480ead0c8,a2ad458c-65ab-43a0-adcf-64945690520e,ff1a31e5-61f2-4239-87f5-ead7bf62b83e,2fb0e1a5-047d-4754-8977-01a650c78e14,4799.18,INR,success,2026-04-05 20:24:42.884073+00:00
2cb72cdc-8b60-4d48-90ad-afda14d86844,a2ad458c-65ab-43a0-adcf-64945690520e,ff1a31e5-61f2-4239-87f5-ead7bf62b83e,2fb0e1a5-047d-4754-8977-01a650c78e14,695.35,INR,success,2026-04-11 21:50:39.862673+00:00
