id,customer_id,device_id,network_id,amount,currency,status,created_at
5985d638-351c-4c37-8339-e04a8122e7af,d3e1cdbc-5883-42a4-aa6f-f1b7ed154d83,e29fac34-29e4-47ff-b30e-37cbfc4b9a33,b9806c26-17c9-4195-ba02-383d5a921c03,3551.36,INR,success,2026-05-05 09:28:53.078969+00:00
dced1679-844d-4797-a8e7-b4b9ab94d6e8,d3e1cdbc-5883-42a4-aa6f-f1b7ed154d83,e29fac34-29e4-47ff-b30e-37cbfc4b9a33,b9806c26-17c9-4195-ba02-383d5a921c03,193.41,INR,success,2026-05-14 10:35:03.482643+00:00
6f0dc448-604a-49dd-9d25-bb0c82768555,d3e1cdbc-5883-42a4-aa6f-f1b7ed154d83,e29fac34-29e4-47ff-b30e-37cbfc4b9a33,b9806c26-17c9-4195-ba02-383d5a921c03,978.66,INR,success,2026-05-29 20:12:38.823054+00:00
bb3a2bec-8ba0-4407-9563-a698cac96e4f,482c72df-335b-467b-af7d-46f0a0bb9b12,2317b31a-2b98-4a95-99a4-c958875d708f,468dc7fa-aa67-4ea1-b5ee-017c9fefa1e7,1614.95,INR,success,2026-03-28 21:45:17.099018+00:00
b2077399-f1ea-43e7-b09a-ccaf74094e50,482c72df-335b-467b-af7d-46f0a0bb9b12,2317b31a-2b98-4a95-99a4-c958875d708f,468dc7fa-aa67-4ea1-b5ee-017c9fefa1e7,2303.13,INR,success,2026-05-03 23:08:11.747979+00:00
d07f5d4b-9de6-4a98-921d-a54fb7d97ba1,482c72df-335b-467b-af7d-46f0a0bb9b12,2317b31a-2b98-4a95-99a4-c958875d708f,468dc7fa-aa67-4ea1-b5ee-017c9fefa1e7,1851.9,INR,success,2026-05-29 15:59:55.264422+00:00
09f6aeb0-8256-4e91-8faf-c00dbacf8195,34ba8a94-56cc-4737-bdda-b2483a7943cd,c8043e74-c7b9-4cf5-8afb-cff4d8142895,c139d566-2b80-4755-b405-b294a5a8a3fe,3873.41,INR,success,2026-03-20 13:20:59.906973+00:00
946c8287-0fd0-4378-9a90-1bfa7c820c70,9fd9d01d-dee3-43d9-a492-a0ee91f36699,90eaac18-02b5-42fd-b59f-0ef4ec8b254f,52b224aa-816e-4d0f-b83e-6bf927d1a463,10.0,INR,success,2026-05-31 11:11:49.566750+00:00
0ff5956b-4ad0-4908-84b3-63398aba5fc5,8865ba51-9079-43a1-a963-acfad75352f6,498d3f74-c69e-4a86-bf12-01d1f1171c65,6e740596-52f5-4f8e-ac7b-8c8699ba10dd,423.23,INR,success,2026-04-16 06:01:30.649536+00:00
8d7be986-9f21-4cd3-9f82-1e6dacaa28ee,8865ba51-9079-43a1-a963-acfad75352f6,498d3f74-c69e-4a86-bf12-01d1f1171c65,6e740596-52f5-4f8e-ac7b-8c8699ba10dd,271.02,INR,success,2026-04-24 17:55:11.431215+00:00
a2539350-01cf-480f-8b76-8041c67d090d,8865ba51-9079-43a1-a963-acfad75352f6,498d3f74-c69e-4a86-bf12-01d1f1171c65,6e740596-52f5-4f8e-ac7b-8c8699ba10dd,119.44,INR,success,2026-05-01 16:48:42.810441+00:00
ae575f5c-8c81-4458-a733-5eae0adb1e06,8865ba51-9079-43a1-a963-acfad75352f6,498d3f74-c69e-4a86-bf12-01d1f1171c65,6e740596-52f5-4f8e-ac7b-8c8699ba10dd,383.58,INR,success,2026-05-13 23:29:33.959494+00:00
fc466dd0-d910-427e-af40-fc3ccac18090,857878f1-689a-4293-afac-05e50695317d,f03d76b6-05b5-4058-afee-c7d5312fc87c,3e5ca301-08c9-479a-bf18-364d0b167c64,3694.35,INR,success,2026-04-09 07:25:11.101569+00:00
c27030b6-7c09-4115-8aea-5ea736f28740,857878f1-689a-4293-afac-05e50695317d,f03d76b6-05b5-4058-afee-c7d5312fc87c,3e5ca301-08c9-479a-bf18-364d0b167c64,4130.01,INR,success,2026-04-11 06:33:58.776016+00:00
d3deaa80-5151-4b9a-a029-7a4f325fea1f,857878f1-689a-4293-afac-05e50695317d,f03d76b6-05b5-4058-afee-c7d5312fc87c,3e5ca301-08c9-479a-bf18-364d0b167c64,3859.58,INR,success,2026-04-18 05:13:15.847616+00:00
44c69127-bb89-4751-99fb-78bbc9e4306f,857878f1-689a-4293-afac-05e50695317d,f03d76b6-05b5-4058-afee-c7d5312fc87c,3e5ca301-08c9-479a-bf18-364d0b167c64,4872.79,INR,success,2026-05-05 06:05:38.217349+00:00
cb696065-a6b1-4a8e-b5f5-ec01e056510b,857878f1-689a-4293-afac-05e50695317d,f03d76b6-05b5-4058-afee-c7d5312fc87c,3e5ca301-08c9-479a-bf18-364d0b167c64,3806.55,INR,success,2026-05-23 04:54:37.199171+00:00
acb0b1ab-e9da-408d-b5c6-21a850c02e34,8b92e662-342f-4732-a2e8-aea75893a5c3,3a31afb4-09fd-4915-9eeb-cce34a2449c9,b1c9c92b-7c98-45c7-a18a-5c1bdf81f6a1,730.82,INR,success,2026-04-18 16:47:40.396941+00:00
372ed164-725e-4e19-b019-1160eed4d19c,8b92e662-342f-4732-a2e8-aea75893a5c3,3a31afb4-09fd-4915-9eeb-cce34a2449c9,b1c9c92b-7c98-45c7-a18a-5c1bdf81f6a1,667.2,INR,success,2026-04-18 17:27:50.303764+00:00
0d231061-bda1-42cd-8bfd-e4805add24dd,2c64299c-16f2-403d-9293-60149c1fa5cf,dcd2d9af-4d83-469a-99a1-5593ba06f282,04e6827c-6bb2-4e5c-87d5-8fb18c57067c,4554.09,INR,success,2026-05-03 08:02:01.844261+00:00
d7a46989-b7c1-46ce-8505-139940c1fdc0,2c64299c-16f2-403d-9293-60149c1fa5cf,dcd2d9af-4d83-469a-99a1-5593ba06f282,04e6827c-6bb2-4e5c-87d5-8fb18c57067c,1690.38,INR,success,2026-05-04 23:20:12.717508+00:00
d109ab5c-f111-4c42-a2ff-b79dbbb66831,2c64299c-16f2-403d-9293-60149c1fa5cf,dcd2d9af-4d83-469a-99a1-5593ba06f282,04e6827c-6bb2-4e5c-87d5-8fb18c57067c,7533.86,INR,success,2026-05-07 12:46:33.033881+00:00
1f5d7b57-1d28-4af6-9bfc-9ffb0ee0a8bd,cd51eb4a-ba49-4ba8-8031-293c8818c468,a758124c-7b23-4fb1-b74c-49fc0262054b,7d196384-2656-40bc-b3dc-0144e0f9c2f2,255.1,INR,success,2026-04-26 22:58:53.717321+00:00
bfe499fa-7fc4-48d5-94b4-9f6a88ae2ef2,cd51eb4a-ba49-4ba8-8031-293c8818c468,a758124c-7b23-4fb1-b74c-49fc0262054b,7d196384-2656-40bc-b3dc-0144e0f9c2f2,1105.24,INR,success,2026-05-01 19:35:10.309562+00:00
e7129833-853b-48e2-a48b-67b4a0c714d0,cd51eb4a-ba49-4ba8-8031-293c8818c468,a758124c-7b23-4fb1-b74c-49fc0262054b,7d196384-2656-40bc-b3dc-0144e0f9c2f2,495.56,INR,success,2026-05-21 01:04:30.797326+00:00
26b831e4-c16f-44fd-8d35-c4034746f28b,8413b61d-8f3b-4fbf-b395-4a1cc6adc277,ab25e1f1-73a6-46fe-81d2-6fc2dd4f99f3,f263f55f-04e4-47be-bf31-69b180f10656,3783.35,INR,success,2026-03-16 04:26:24.996202+00:00
