id,customer_id,device_id,network_id,amount,currency,status,created_at
d4fc591e-1c00-4f08-91a8-d04d5b9c2c90,f4aa53e4-e245-4c30-b47e-544784b7d8c6,df3c0b01-5e81-436c-87a0-154f2e30418c,57095266-5b2a-4e88-9d14-527833fa487c,1272.54,INR,success,2026-05-29 08:26:42.821865+00:00
7d71d087-2f53-4512-afe3-7aabe6eb9c94,f4aa53e4-e245-4c30-b47e-544784b7d8c6,df3c0b01-5e81-436c-87a0-154f2e30418c,57095266-5b2a-4e88-9d14-527833fa487c,1129.73,INR,success,2026-05-30 00:37:22.004426+00:00
fefecbd9-240b-4763-95c4-2e152d53b82c,f4aa53e4-e245-4c30-b47e-544784b7d8c6,df3c0b01-5e81-436c-87a0-154f2e30418c,57095266-5b2a-4e88-9d14-527833fa487c,3120.7,INR,success,2026-05-30 04:50:35.837159+00:00
085894e1-f70c-49e1-b022-a03b581a3ba4,143ed4d7-7cce-4a60-89bb-8074d02b26df,6a2864c3-6e92-4d20-bdb5-a7dcb7bff369,be8a4003-3d28-4f47-b2fe-636536ce19f2,10.0,INR,success,2026-05-01 10:09:17.951434+00:00
71cc5589-a74d-4afc-bec0-cfb1ff6df080,143ed4d7-7cce-4a60-89bb-8074d02b26df,6a2864c3-6e92-4d20-bdb5-a7dcb7bff369,be8a4003-3d28-4f47-b2fe-636536ce19f2,1434.31,INR,success,2026-05-03 22:40:51.013852+00:00
9b3e62a3-1d4d-435c-b1fd-5db470781048,143ed4d7-7cce-4a60-89bb-8074d02b26df,6a2864c3-6e92-4d20-bdb5-a7dcb7bff369,be8a4003-3d28-4f47-b2fe-636536ce19f2,5423.77,INR,success,2026-05-16 16:10:20.175750+00:00
72516344-bb4f-4682-a8f7-8516a5afbd89,ec7913f3-50f3-445c-83bd-7a5c22e1e3ee,5073cd91-736a-4ebb-999a-225eb6beaf33,fa0eccc5-609b-49cd-83a9-f9f1608a5beb,2932.73,INR,success,2026-05-19 19:51:38.645438+00:00
ceeddca6-de12-4980-b7e2-0b25de4e787a,ec7913f3-50f3-445c-83bd-7a5c22e1e3ee,5073cd91-736a-4ebb-999a-225eb6beaf33,fa0eccc5-609b-49cd-83a9-f9f1608a5beb,10.0,INR,success,2026-05-23 06:02:38.518368+00:00
a59fff5e-69c5-4439-8458-defbce11d028,ec7913f3-50f3-445c-83bd-7a5c22e1e3ee,5073cd91-736a-4ebb-999a-225eb6beaf33,fa0eccc5-609b-49cd-83a9-f9f1608a5beb,645.09,INR,success,2026-05-24 20:16:59.403706+00:00
cbc5530a-57a3-4e7b-ab35-b6f5891d6ff8,ec7913f3-50f3-445c-83bd-7a5c22e1e3ee,5073cd91-736a-4ebb-999a-225eb6beaf33,fa0eccc5-609b-49cd-83a9-f9f1608a5beb,1300.22,INR,success,2026-05-30 23:07:52.217032+00:00
