id,transaction_id,order_amount,created_at
7252f76a-3cdb-4d44-b8ab-206a3f87ea53,d4fc591e-1c00-4f08-91a8-d04d5b9c2c90,1272.54,2026-05-29 08:38:42.821865+00:00
c9d85cce-5211-4715-8cf4-0053bd04048a,7d71d087-2f53-4512-afe3-7aabe6eb9c94,1129.73,2026-05-30 00:53:22.004426+00:00
bbfb0a52-8c4e-4c34-a9fa-ab6c143df6a3,fefecbd9-240b-4763-95c4-2e152d53b82c,3120.7,2026-05-30 06:03:35.837159+00:00
86a529f3-9aab-41d3-be3d-c87c01b2af80,085894e1-f70c-49e1-b022-a03b581a3ba4,10.0,2026-05-01 11:44:17.951434+00:00
98692f38-3164-444a-8898-4bed01eab9d6,71cc5589-a74d-4afc-bec0-cfb1ff6df080,1434.31,2026-05-03 23:07:51.013852+00:00
b51f8ae5-080f-44fe-a475-6b45e7bbf5ad,9b3e62a3-1d4d-435c-b1fd-5db470781048,5423.77,2026-05-16 17:17:20.175750+00:00
aabc22ea-1fc3-47ef-bd3d-8a933fda0df6,72516344-bb4f-4682-a8f7-8516a5afbd89,2932.73,2026-05-19 19:59:38.645438+00:00
36857819-04ff-4adc-af28-ec4d5c245444,ceeddca6-de12-4980-b7e2-0b25de4e787a,10.0,2026-05-23 06:04:38.518368+00:00
1b4aa719-c8a1-447d-be87-3105fbd0a4a3,a59fff5e-69c5-4439-8458-defbce11d028,645.09,2026-05-24 20:34:59.403706+00:00
eefe2b9c-b4ec-48db-8ff8-d5eee4d6c7aa,cbc5530a-57a3-4e7b-ab35-b6f5891d6ff8,1300.22,2026-05-30 23:33:52.217032+00:00
de5aa536-7314-473f-83c4-6369d198b712,355e1f2a-502c-4d52-8819-a050b948a01d,10.0,2026-04-15 08:07:36.229977+00:00
398f3766-b356-44f2-a294-e5c8285fe8fe,c089a08f-6812-4604-bb8f-89ab367f982b,598.7,2026-04-18 12:54:22.486113+00:00
69161908-d1f6-437b-9b10-965b8d0ab4c0,421e87b3-9695-4625-9edb-20dfe7afc2d1,2274.67,2026-03-30 09:53:39.910376+00:00
482d5c6f-719a-414c-978d-86c6f370d1ec,65c1801e-9b84-4e38-bd40-77d9a4ee1e5a,2497.68,2026-04-26 09:17:07.875997+00:00
bf96be67-c8cf-4289-9955-5643ce861547,19b23f54-3ee5-44e9-a35e-375d631ac41d,563.25,2026-04-30 10:03:44.400411+00:00
184d2fda-926f-4a84-8fb3-997c85640cd5,5493ee88-fc94-4a90-b7fb-f8f8381231f3,2918.67,2026-05-10 07:48:03.059468+00:00
1e1d0005-fe66-4c0e-b1f5-771350c46a52,388b93de-aecc-4908-816a-4fc4f087fb34,826.32,2026-05-30 23:40:36.019463+00:00
1cbba428-a2a5-4ae9-a69e-476b6c325d20,69aa0868-3a1f-4325-8813-e7b46b963cac,2682.68,2026-05-29 00:50:43.191668+00:00
4afd0cee-1d82-4901-86f6-a2dbd9eb12f8,567bd7af-4bf1-4bb3-8ae0-e3012e29918f,3022.05,2026-04-14 01:19:19.652932+00:00
ad238d8d-11d8-4e3d-b0b1-4f9b68225192,c4a06f58-fadb-4bab-944a-5fa3264a1bcc,439.93,2026-05-18 23:35:22.023420+00:00
82af4222-49c4-4a3d-a5a5-9d2ab704b293,df783b2a-8425-48e9-a549-f1d9df5344be,1356.8,2026-05-26 03:29:46.348277+00:00
be2552bc-a7ea-4712-a5bb-8ed35e2ca61e,fa63b6e9-a914-4f5c-8cc6-55b216d197ea,2949.64,2026-05-31 00:55:37.025825+00:00
969e9db5-6ac4-4258-8de6-c5ab06d0fce0,984fd067-9edd-4ee9-b552-6133a739fc17,3016.08,2026-05-04 00:31:23.321441+00:00
1a9c88b2-241f-4975-9a41-3b5f4f3adf1d,6bb3e539-03ad-4cf3-940a-ade91bba57d8,4378.49,2026-05-14 09:55:47.276133+00:00
9b7e33b9-9cbf-4b97-bd85-d94b67b67693,0ba2c9a3-4aae-4890-96e2-19c0f61dc8d0,2890.6,2026-05-22 13:20:21.173453+00:00
f0904472-de78-429b-86dd-b2fab97c78ed,0a18974e-66a7-4ed7-b09a-1308bb91214e,4948.51,2026-03-06 11:06:17.508765+00:00
763bf7f0-7823-4be0-916a-a74dd7fc3fd7,3305b707-1bbf-4d60-b2c9-9d20cc988f9b,3305.92,2026-03-27 18:53:49.026089+00:00
9b57c059-200c-4ac9-bea2-d91fa42339e2,c7599a03-0cf0-4d4b-9ac7-870a6fbb3e0f,3477.71,2026-05-18 00:34:02.828056+00:00
e65c4026-476c-479b-9a44-9beb718c4475,4df52686-0f15-414b-9b81-65ee0e82e24c,819.66,2026-05-22 22:43:34.248928+00:00
69ec6ff6-1731-47d4-8d23-6e7e455e1a6c,c7649537-e153-41b0-b5a3-890d5df36534,4464.3,2026-05-29 23:20:59.702890+00:00
f76b4646-3fad-4760-8f44-0c5df24d02a7,ab9fe34c-b01e-43ed-98d4-27e079d919c1,412.16,2026-05-13 03:31:47.636694+00:00
4d243e33-0d48-4d03-98eb-a27e04ec755b,eb1d09b1-8f54-472a-a73c-82e19910d557,473.76,2026-05-13 14:53:50.677210+00:00
12939851-8e73-45d2-8545-a906b125c510,211dd2ef-0e71-4845-933e-b41eba76208d,762.76,2026-05-25 01:37:15.127502+00:00
701645a7-7e46-4835-a7b5-a36b67b238ad,8783e171-445d-4e94-bd8e-9891ec306d75,2503.97,2026-05-04 09:42:19.441842+00:00
6262be57-a689-4420-af20-cc2c89806d44,fc1f94ea-365f-4a87-b501-4343b22cc747,1335.51,2026-05-16 19:53:29.987711+00:00
444e36d3-67c6-4a85-bb9b-b452e0ddccf3,c9ca7deb-5497-4740-b5c6-8f0f8baf8fe7,1247.23,2026-05-01 06:43:00.485515+00:00
793a3f98-13c4-40ee-9b6f-846af39519cc,86eb8b1f-1599-42ee-b5e1-7148f2db25a3,608.31,2026-05-07 06:25:51.503649+00:00
87885046-0222-4189-a982-7571640169ea,2bc4bdc6-35a7-4c24-b0f5-7687d405b573,4324.26,2026-05-10 12:40:38.072431+00:00
7071c428-b0b1-40a0-8b95-699e5dcfb283,f9a3c8c2-d179-445b-b19b-b0958d358482,1484.09,2026-05-15 06:07:32.927115+00:00
3e9905bc-2748-45b9-9117-a9466b3230d5,f50801b6-e654-44d7-a6c1-bf56c2ef7352,1300.16,2026-04-26 04:48:53.653409+00:00
a9eb98e2-03a1-4db0-b082-f0323ebfe4ef,fd8b26c7-421a-44f3-a213-b8b67c88f02e,546.39,2026-05-08 00:24:16.155667+00:00
6e4a0541-9a71-4565-8915-89ecd51efa9f,353a5d84-b5ea-49a2-b0d6-8bea35ff400f,1455.44,2026-03-23 09:04:47.563654+00:00
166fc65c-0977-4e04-a634-18c287f7622b,6c098ad4-e991-4f58-8f19-5ae9c77cf885,3433.91,2026-04-10 17:19:44.849161+00:00
