id,transaction_id,order_amount,created_at
83016eca-017a-4e0d-8126-c4e7278fd245,b7cb26fa-5c5b-46bd-a184-315583809199,1910.95,2026-05-28 13:20:40.480306+00:00
74f3a278-33a7-4cb9-b0b8-9997eb4c0347,68fdbd2a-3727-4ae4-9ec6-7f8c41a5ed90,1565.34,2026-05-28 19:31:39.716059+00:00
bd3066b2-ca45-40cf-9faa-1462414b0ede,c2ae44b9-5d8a-41f7-a85b-535399491617,1435.76,2026-05-29 04:05:01.341682+00:00
55aece57-e77f-4352-8421-e639f5d57a6c,931ee182-d66a-4445-bd07-8fac6e23dd34,1823.53,2026-05-29 20:46:59.277017+00:00
a998d1fe-bf2e-4627-89aa-d43b33a8fa61,69fb79ba-9e2e-4aa5-9c12-87b1e365242e,1698.91,2026-05-31 03:20:21.337191+00:00
7cd94faf-bfd8-4346-9ff3-5a8020e9b6cb,4d7a4838-5f36-46e7-a036-eb54539689dd,1597.67,2026-04-19 05:21:53.599050+00:00
ed70f7c0-969a-42b4-b30f-90d86e3234aa,8556daa2-50fc-4d7a-add3-7c439e2f5f20,678.06,2026-05-04 06:11:38.834917+00:00
e8ffe11f-add0-4b19-ad0d-05f9b0594619,c6954b61-8cb2-4d53-baa1-10e9f8befa2e,1622.6,2026-05-17 04:56:00.299688+00:00
bb921158-0034-463b-b0b9-f9ef2c99eb65,694fb3d8-b3be-4374-b2a0-c57d9f20037e,2419.76,2026-05-01 09:56:02.009564+00:00
7e5ea55a-dde7-409e-adb7-f8e5e9971e55,f285834a-de7d-4f29-b296-ebb67b10ba99,3460.4,2026-05-03 09:32:00.701995+00:00
fb42871e-9399-41c1-9ff0-32756bd5126a,f7f16c9c-6e19-4a28-8e6c-975f743fa4b5,2472.26,2026-05-19 04:25:25.154966+00:00
616796cd-56e0-41d4-a670-1744626481af,ae364805-a6ce-44bd-ad39-008ac1591009,5570.87,2026-05-27 08:08:57.697899+00:00
e88c23a4-a98d-4e27-9ee8-eb80a517ffbf,86fef8b0-e0ea-44e0-a2e3-0c325ed04f56,196.38,2026-05-27 15:25:39.316093+00:00
d9131ae8-a111-455f-8e50-6b7ca867417b,e5f94de2-f5ed-49a8-b44b-f808897de1cf,2413.48,2026-05-28 15:35:33.836160+00:00
6527dbaf-ea90-487f-a3a3-9d2226206b6b,bbfff971-212e-40ec-8642-a35b820e6433,1306.63,2026-05-27 21:52:54.405909+00:00
1b31a346-c6ed-4862-b711-692d4cbc6665,97a94e05-8599-4743-a6f7-047604a03834,1608.19,2026-05-30 11:48:40.797698+00:00
