id,customer_id,device_id,network_id,amount,currency,status,created_at
b7cb26fa-5c5b-46bd-a184-315583809199,c38f5169-7231-4166-a45d-8cf01146bffc,0978fb04-c43d-4397-8b5c-22cc59bac21b,70ba75da-0441-4932-8c9a-faf71477482e,1910.95,INR,success,2026-05-28 12:55:40.480306+00:00
68fdbd2a-3727-4ae4-9ec6-7f8c41a5ed90,c38f5169-7231-4166-a45d-8cf01146bffc,0978fb04-c43d-4397-8b5c-22cc59bac21b,70ba75da-0441-4932-8c9a-faf71477482e,1565.34,INR,success,2026-05-28 19:15:39.716059+00:00
c2ae44b9-5d8a-41f7-a85b-535399491617,c38f5169-7231-4166-a45d-8cf01146bffc,0978fb04-c43d-4397-8b5c-22cc59bac21b,70ba75da-0441-4932-8c9a-faf71477482e,1435.76,INR,success,2026-05-29 02:41:01.341682+00:00
931ee182-d66a-4445-bd07-8fac6e23dd34,c38f5169-7231-4166-a45d-8cf01146bffc,0978fb04-c43d-4397-8b5c-22cc59bac21b,70ba75da-0441-4932-8c9a-faf71477482e,1823.53,INR,success,2026-05-29 18:48:59.277017+00:00
69fb79ba-9e2e-4aa5-9c12-87b1e365242e,c38f5169-7231-4166-a45d-8cf01146bffc,0978fb04-c43d-4397-8b5c-22cc59bac21b,70ba75da-0441-4932-8c9a-faf71477482e,1698.91,INR,success,2026-05-31 01:49:21.337191+00:00
4d7a4838-5f36-46e7-a036-eb54539689dd,4e56069a-8e05-4ece-bbb1-3f1ec29a3565,d02b459c-08fd-4078-8f00-9939c5eba43f,f84948c6-d2be-4cf6-83e1-0eaf9eba8732,1597.67,INR,success,2026-04-19 05:06:53.599050+00:00
8556daa2-50fc-4d7a-add3-7c439e2f5f20,4e56069a-8e05-4ece-bbb1-3f1ec29a3565,d02b459c-08fd-4078-8f00-9939c5eba43f,f84948c6-d2be-4cf6-83e1-0eaf9eba8732,678.06,INR,success,2026-05-04 05:52:38.834917+00:00
c6954b61-8cb2-4d53-baa1-10e9f8befa2e,4e56069a-8e05-4ece-bbb1-3f1ec29a3565,d02b459c-08fd-4078-8f00-9939c5eba43f,f84948c6-d2be-4cf6-83e1-0eaf9eba8732,1622.6,INR,success,2026-05-17 04:17:00.299688+00:00
694fb3d8-b3be-4374-b2a0-c57d9f20037e,4d7dffa4-cca0-48d3-b641-2a0f6db2296c,109fe9f6-15d5-46d2-bcac-138093c14350,7f8cc083-c217-4f1e-a38f-dba502182433,2419.76,INR,success,2026-05-01 09:24:02.009564+00:00
f285834a-de7d-4f29-b296-ebb67b10ba99,4d7dffa4-cca0-48d3-b641-2a0f6db2296c,109fe9f6-15d5-46d2-bcac-138093c14350,7f8cc083-c217-4f1e-a38f-dba502182433,3460.4,INR,success,2026-05-03 08:49:00.701995+00:00
