id,customer_id,device_id,network_id,amount,currency,status,created_at
2231d1e7-8172-465e-9f3a-8b1345cf3478,667840ed-06ce-44c8-b158-d4a4b6a00467,1e512c3a-2238-4617-8344-f98dafbf4ce3,10c2b4a1-f573-4c2a-8309-12c21f7955b3,298.56,INR,success,2026-05-30 03:50:35.694317+00:00
aa647fcb-72ac-4f4d-ae9b-539a77ade307,7ae6b7f0-2a30-496f-81dc-2229f4652ad5,356b91c4-74fa-4ed5-8a5c-6a6f740905ce,e0decf49-b1a8-433d-bd06-b8aeb1d202a3,2653.95,INR,success,2026-05-05 16:28:52.607454+00:00
4c559568-5da3-4108-8975-e33bba4159d2,7ae6b7f0-2a30-496f-81dc-2229f4652ad5,356b91c4-74fa-4ed5-8a5c-6a6f740905ce,e0decf49-b1a8-433d-bd06-b8aeb1d202a3,3416.0,INR,success,2026-05-16 06:47:05.558193+00:00
2cef5320-bda8-498e-8db2-4881938dadc8,7ae6b7f0-2a30-496f-81dc-2229f4652ad5,356b91c4-74fa-4ed5-8a5c-6a6f740905ce,e0decf49-b1a8-433d-bd06-b8aeb1d202a3,4064.48,INR,success,2026-05-19 01:55:32.235472+00:00
d2a363d0-bd1f-4455-9b75-d0050a292c1b,7ae6b7f0-2a30-496f-81dc-2229f4652ad5,356b91c4-74fa-4ed5-8a5c-6a6f740905ce,e0decf49-b1a8-433d-bd06-b8aeb1d202a3,4255.9,INR,success,2026-05-22 03:30:15.857746+00:00
09e6cda9-42a6-4d6e-8cd0-044feb4f97a0,0bedfd26-1c06-417f-960d-42b24a56e17e,72e52f4d-b001-47af-b433-5aa1b039719b,82a2351e-7105-4556-a3ec-3ef67972c35d,1444.14,INR,success,2026-04-26 04:21:08.898907+00:00
9d249e15-1264-41c9-bb39-a70a70dcf02d,0bedfd26-1c06-417f-960d-42b24a56e17e,72e52f4d-b001-47af-b433-5aa1b039719b,82a2351e-7105-4556-a3ec-3ef67972c35d,779.65,INR,success,2026-04-30 19:59:57.881906+00:00
a2177172-a275-4c58-a5a6-c99cd63c4697,0bedfd26-1c06-417f-960d-42b24a56e17e,72e52f4d-b001-47af-b433-5aa1b039719b,82a2351e-7105-4556-a3ec-3ef67972c35d,1963.83,INR,success,2026-05-07 13:27:59.581468+00:00
f03c787b-58fe-4010-94cb-2d15d4ec9d46,0bedfd26-1c06-417f-960d-42b24a56e17e,72e52f4d-b001-47af-b433-5aa1b039719b,82a2351e-7105-4556-a3ec-3ef67972c35d,1494.57,INR,success,2026-05-13 02:30:24.176307+00:00
1fe9941b-7aa8-4633-ba36-f1f34b4a84a2,5d845844-5575-4af4-afb4-e154e769858b,885e8805-9e04-4a5d-97de-87d32bde8902,e09f5b4d-0d50-458d-b533-d150a99ecb1b,4890.96,INR,success,2026-05-02 04:34:23.722221+00:00
6d7c422e-e9bc-432a-98f7-7c8829437f0b,5d845844-5575-4af4-afb4-e154e769858b,885e8805-9e04-4a5d-97de-87d32bde8902,e09f5b4d-0d50-458d-b533-d150a99ecb1b,2377.73,INR,success,2026-05-23 22:25:34.286644+00:00
2495d27f-0a93-4080-bee3-066f7b77d624,1eeb3139-42eb-48e4-b1ec-b01dc9e6d384,6ccfe855-eea1-42a9-832c-04696d08a85f,9d9a2dbf-aa1e-4761-849c-3043e5cd5b01,1842.32,INR,success,2026-05-29 19:29:32.724882+00:00
388a5449-12e7-42bd-9298-eacdbbc99c6e,2fbbe94b-a1d6-4e81-becb-70edd72ebbb1,1bb543dd-dd1a-4bcd-980a-6d06f1eb24b7,03de0f6f-4b54-4e1f-8968-399145bd74ed,6612.43,INR,success,2026-03-22 08:01:43.791185+00:00
47e5b549-076f-45d4-9ea1-21406734fccb,2fbbe94b-a1d6-4e81-becb-70edd72ebbb1,1bb543dd-dd1a-4bcd-980a-6d06f1eb24b7,03de0f6f-4b54-4e1f-8968-399145bd74ed,5874.92,INR,success,2026-03-25 01:21:36.801002+00:00
52da239b-efc6-4bc0-8c3b-659aa0fd334a,2fbbe94b-a1d6-4e81-becb-70edd72ebbb1,1bb543dd-dd1a-4bcd-980a-6d06f1eb24b7,03de0f6f-4b54-4e1f-8968-399145bd74ed,2732.0,INR,success,2026-04-16 02:09:06.356394+00:00
111606d4-51dd-4751-b620-03fca7a12881,08963274-ceb2-4087-a169-723f72ffc844,85a60ad1-fe6c-4af5-9581-f31ad1a9b2e1,179c6b25-f6a8-4a31-8031-1dd3c2e39751,838.43,INR,success,2026-05-20 17:03:31.514070+00:00
812e210b-fb24-4de3-964f-9b3cc8c8623a,08963274-ceb2-4087-a169-723f72ffc844,85a60ad1-fe6c-4af5-9581-f31ad1a9b2e1,179c6b25-f6a8-4a31-8031-1dd3c2e39751,669.49,INR,success,2026-05-27 02:58:37.512467+00:00
2a1ca483-be60-4b9a-a0b4-893b8eb19656,59ac1486-6789-4fe4-b92b-071aa3e2e317,cd6fc2ec-d16d-4bb0-957a-5f1954384ed6,61a5683d-e524-45fa-8527-19526e9151cd,511.14,INR,success,2026-04-13 12:06:44.226496+00:00
ce91d32e-3ae0-4caf-a733-463cbd18004c,59ac1486-6789-4fe4-b92b-071aa3e2e317,cd6fc2ec-d16d-4bb0-957a-5f1954384ed6,61a5683d-e524-45fa-8527-19526e9151cd,4009.12,INR,success,2026-04-20 15:31:46.794822+00:00
91c099ef-0398-4285-8a09-bd9da0a7ef2a,d2dee2f5-9b42-4bd9-bcae-3f7dc5f60fa7,3a282bc4-c6e3-46a2-9833-8d12fb90c449,6c28f298-484a-4eb1-8197-d880b91558dc,738.33,INR,success,2026-05-22 21:52:18.474239+00:00
950ce5ad-2f32-4b85-91be-4dbab87b90c3,d2dee2f5-9b42-4bd9-bcae-3f7dc5f60fa7,3a282bc4-c6e3-46a2-9833-8d12fb90c449,6c28f298-484a-4eb1-8197-d880b91558dc,121.62,INR,success,2026-05-23 10:24:20.740899+00:00
