id,device_fingerprint,created_at
1e512c3a-2238-4617-8344-f98dafbf4ce3,3c01f2071135bfc87f8f2f63da58b1d7,2026-04-05 08:55:25.436433+00:00
356b91c4-74fa-4ed5-8a5c-6a6f740905ce,c0237aa3d3424a3cdc0a4bd7507f4971,2026-05-02 06:47:53.622651+00:00
72e52f4d-b001-47af-b433-5aa1b039719b,bca15b943c5e9349585cdddc61a54823,2026-04-17 02:15:24.171204+00:00
885e8805-9e04-4a5d-97de-87d32bde8902,56060fc2d2565d4be8212fe8db680c55,2026-04-14 14:44:13.582619+00:00
6ccfe855-eea1-42a9-832c-04696d08a85f,435949dae84b9de4f4914899002b8b0c,2026-05-22 04:06:42.409071+00:00
1bb543dd-dd1a-4bcd-980a-6d06f1eb24b7,afe8178e4dceee1c3d5f0cead3c137d6,2026-03-13 23:09:29.555991+00:00
85a60ad1-fe6c-4af5-9581-f31ad1a9b2e1,b14fe44fbddbbc8e4ee65572389e5575,2026-05-20 01:46:47.152506+00:00
cd6fc2ec-d16d-4bb0-957a-5f1954384ed6,64bb493213535b87122f9635837c10d1,2026-04-05 15:00:23.540662+00:00
3a282bc4-c6e3-46a2-9833-8d12fb90c449,cb2784d2e7f02c4d6b146d075cd2c9df,2026-04-20 04:32:20.925718+00:00
23c74145-2dbb-43cb-a5b0-3b5d020d3e88,8cca918b674d8040f454c32deeb298eb,2026-05-11 16:32:03.331919+00:00
13b5dbf7-5500-44ed-836e-c71e63e5a8c5,c6ab2fde8d8bd724b78fc2f9d48d3e9d,2026-05-14 03:12:02.561243+00:00
8602a668-ccc5-41d7-8c80-b637f703fbf2,e3ee73ddf3980df79ad2652442429464,2026-03-30 10:09:42.998844+00:00
f68295b4-f6ad-49c0-a497-49631c5ef7ec,19683d4952501fe9e2e6b738d59f5f54,2026-05-28 06:12:25.310686+00:00
d7a7af5e-be03-4a81-8227-4d6e756ad8e8,7c5b06c4b0e8ef9e1ea071a6c8a9d154,2026-04-02 11:03:57.614120+00:00
355e26f6-6841-43a7-8a48-b66ab1cd45f8,351413acb7305764689ef21c8d5f0bc4,2026-05-20 00:17:27.983925+00:00
18f06cb3-d73f-45bc-a3de-5f984c326f0f,77ee17d32e45fd79d22bf56874b2c33d,2026-03-29 16:08:31.355319+00:00
aa72c751-49bc-451a-8375-596d8ce725a7,0b0ef0dceced1929be4226408d625eac,2026-05-15 07:37:08.533685+00:00
e8fd11fc-598c-4614-a2a0-8d5ca88df0bb,8986c553d6047d58cab0e406ed10d494,2026-05-18 23:51:42.228964+00:00
b94b8644-b1f5-47c2-b18b-b5b7b338c1fb,a1914109be5562f4589a1671888378c8,2026-04-21 19:38:53.572537+00:00
130ec81a-8f65-47c7-a8cb-6ae71fc911b3,fadaf8e58768074b27c0e5598f602856,2026-04-18 12:45:43.529741+00:00
78350a29-5b90-4e1b-9b4a-18da34c9ff5f,b201b0da662956b056baed17efd0b4f3,2026-05-18 02:55:17.143869+00:00
88f38eae-9124-4557-a285-248fc1cad30c,82eac5eef4729435b89cfe718ba775c5,2026-05-15 15:32:41.987041+00:00
08b5eb64-4832-4467-966e-f0e48a5dd38f,5ff95fef3e6f1807eff1f7183bcb97ee,2026-05-01 09:35:26.709398+00:00
b11a39c3-f648-411a-891a-097bc97350a0,79d83323c022f417dfe55d03ea8f8451,2026-05-25 03:34:08.108100+00:00
7b8c373c-f7b7-42bf-9247-e6b6a1db27cd,894c400ed05714a0d7c4292a34e85d83,2026-05-12 20:55:19.089135+00:00
2cdb5556-4f6e-412d-a874-8b294c82e32c,f51dd0a5fd64612fcd46d47b59b9aa6c,2026-03-22 17:26:55.347338+00:00
178d0552-1e4b-4458-a8ae-5a5cbc798a3e,f464d71be3b1cdd3f343132e2b0f65a3,2026-03-21 15:05:16.601367+00:00
f8232f4a-cde6-4bf8-b0f8-dcf40fad7761,5066c80fac25dc8947b3b33278d858d7,2026-05-14 13:22:20.947298+00:00
37bb5015-6ed4-4a06-9724-e8555b6453be,4b0e496d6b091c8900140d602cee3255,2026-04-24 02:35:29.232458+00:00
5335729b-faca-4ae8-b272-cb6cf6cf58ef,2c735f1bfaa59f409a94c22068550b1a,2026-03-12 02:23:21.546315+00:00
dc0c376a-8c66-43f9-974c-c33e3b11ab14,3ba98b53a00ed03619213b3951ec05a9,2026-04-02 23:20:41.023021+00:00
16d6e331-d9ca-4964-9d3e-341d6a11fa16,6a8d3ac24ff8a09241385b71b71de930,2026-05-05 10:27:02.799984+00:00
b16451c5-11ad-471f-b5ae-5c8a22ce4a6c,1b548ed69ef07e510d4472433c9d3b4f,2026-03-11 03:39:02.759172+00:00
f7525e48-a84d-4a32-a648-29652b91944a,3a82b384c057a5d8029fb08b9a89bfee,2026-05-22 12:31:33.008284+00:00
bdc4118a-7e28-4ec3-8d31-1d0f0ab314ee,e0cbc37dd1e2497f7397d84d62a5cfa1,2026-03-14 18:43:23.212693+00:00
8dab9b57-b0b5-4af6-aa44-c98f2dabbc43,7245a3be44604f528bba98e0aed6a568,2026-03-15 14:31:10.826865+00:00
69991a44-5edf-4299-afab-2d4644fb591e,bbe1071082623dbd051b8c25fa69b997,2026-04-13 17:52:07.386959+00:00
2b59f32f-9776-4787-808b-0afcb94ea9be,aca82ab8d1126aff4df5167691080463,2026-05-12 06:36:39.044740+00:00
9a30123b-2cb0-4a68-8668-f506960f2457,403e2c638283ca09f572d3104a0f09bb,2026-05-21 17:07:23.408595+00:00
09f5c6d3-20eb-41bc-b29f-8a94042cc415,3b305a054e367596470c7cc1050cbccd,2026-03-13 19:26:20.259668+00:00
8891324a-73a2-4656-bfa8-e58d9fc2d748,e04fbdbb6acd71189c811ab8de3ce9e5,2026-03-22 11:54:15.503895+00:00
0d812a37-4a66-4a91-9063-bdf951197f27,2e1a6dc8cc2f24fb86191d11fcc7882b,2026-03-03 01:13:37.773118+00:00
091bc827-8f95-4984-acee-479b4b36983a,6473135ab3edeb7e74942c7dade78f0a,2026-03-08 20:17:06.155137+00:00
6950cc9b-977d-48ed-a901-58882b899204,1b0a4e625d831e44028828c089f7df7e,2026-04-09 06:05:22.160969+00:00
669cc376-898b-4697-a529-4cf178a06385,12365b6f4309f6880f14d9ce76f7f554,2026-05-29 06:01:49.947050+00:00
4c8cab1d-c1ac-4f5a-be74-95e2157981b0,8feee7793c0345bae23e653c59b8e9ec,2026-04-18 19:21:19.189745+00:00
735e4289-ebf6-4025-8143-31cb03d41656,dd2b96a84d59d3491ae2bed9dc8547e6,2026-05-25 14:59:28.628540+00:00
e6dfc781-4e87-40ac-b150-6a5f2b207343,b0ae1fed098c7a9f59ec209c8fa49eb4,2026-03-05 19:06:37.210143+00:00
e1c6b3c1-41a2-4899-b3b5-a5fda732e859,957280cb989d90260ad6924765c7543c,2026-04-02 12:15:24.190928+00:00
3e86de0a-8358-43a8-9d4a-be728e186d76,b209d437d0941aba688af4e5e93310f5,2026-04-26 05:12:22.128039+00:00
53003d42-0305-4c2f-8c76-b942918dc152,0a7fd061af8e52f100a264d16a6b424b,2026-03-26 06:29:00.617285+00:00
781e0244-250e-49f7-94e7-a34c1f7da085,eb0c5a504508da6ef6acd4cedd02f80d,2026-04-03 02:01:41.265286+00:00
9940ca56-e7e6-4cb4-a5c6-2ab47449364f,1834b4184bfe19e40c0623100c8bee3c,2026-03-22 11:08:30.152986+00:00
d8037a23-3dde-4abc-b323-ab6d15768a18,f9eeb39eae727d6b252a8d89e8b45e33,2026-04-23 15:03:49.840555+00:00
a8783f0d-9370-414a-9430-477a0f362719,88ec5e3050a36f3a650dc275631be8d1,2026-04-16 00:01:13.192236+00:00
5682c563-7d80-483c-9feb-09fa302d1387,1696be9a3cd2c0298ac9b466032b243b,2026-05-29 17:06:55.053441+00:00
046b3b7b-c059-4fd6-bb65-52924467df0e,791c127507a8967d82218c07d5840faa,2026-05-10 01:13:15.416562+00:00
d70fab85-db3b-41fd-a275-608d3c6276a4,0d64c7766402d70aa9e73a69f3c7a0fd,2026-05-28 07:38:50.988774+00:00
8237b44a-084a-46e9-86b1-2a6f617ca726,3d1c626378523add9df7ad74675a832e,2026-03-22 08:41:00.351777+00:00
1f23ec1b-d62c-4ca4-bf21-21c2e75033f3,2f4a7bebdd601afedaf3e883f9d0c466,2026-03-18 13:31:22.745196+00:00
b09a3d33-10a5-4a73-a58a-501638c70167,60a5e62d6ce1eb095456b8d75a7e78ce,2026-03-20 12:23:48.973440+00:00
7de2b996-89e0-4e7f-a46c-53d5635944e3,f1cfd8925e4a4682bd93c8937fa0a4d4,2026-04-22 10:24:27.415046+00:00
6b66a8fc-31fc-4a7e-a839-f6dfc8eeda2d,ae5c5bf2b7a0e73f4a51c7ffbc1e4e42,2026-03-25 23:04:09.325504+00:00
a9c55388-7dc3-4ed6-8911-bd1b8059ae14,5786e2205edb4b5d712ff4200f4bb197,2026-03-19 19:11:24.518336+00:00
34e86494-a715-4d87-a4bd-73a008c1aad9,33e198343c347a68d4bb284fc62711e0,2026-05-17 05:27:50.464590+00:00
73d88273-40ea-4f8b-befd-797687b8c033,9f800e99ce943637ed013ed7299b553f,2026-04-13 20:51:32.178878+00:00
ab0c551e-24fb-4ce1-b5d2-7f37ac1f911e,b51311876e127871cb3d6a840d466dab,2026-03-06 06:14:24.846208+00:00
261e9be0-4a17-4308-92e5-224734fc77b5,6b35e15848ee2eb85f12f8f278c144e6,2026-05-02 14:47:22.645703+00:00
2583eaa7-8266-44f8-bbc3-58e9cd81cb19,fcedf7cc96f1a294b23fd388cf42869e,2026-03-17 03:10:30.267271+00:00
c834df11-3c8a-4015-83e5-8b65483f40c6,4a8dee50e1de4d69e87d1c1790d01898,2026-03-11 19:51:08.735459+00:00
04f8953e-2d7f-412a-9aca-ffe1e1b6cc51,f4e8f1c4f10a204b861c9aa6150fcdee,2026-03-16 15:35:36.999469+00:00
1d0023eb-fcaa-4655-a732-6fcd96decc54,1356eda52ec79887bed942fc0ea7af72,2026-03-17 08:30:18.126012+00:00
8014e213-6659-4e99-98df-9310203fceb0,2101adc7899cad406147291910e0125a,2026-03-31 02:08:30.978974+00:00
07917d89-f82b-42c2-bec6-484f1fa138ec,5c354151e8ef1ecb9065003895721236,2026-04-06 22:11:44.383822+00:00
175f934b-db7b-49a5-9533-9a583d6bc77b,8a2ccc8edb4163c4bfd963df1e312c85,2026-05-04 14:23:32.588489+00:00
099042f4-6229-421a-be7d-a3a20bdc25aa,e617b77bb7f6053d3bbd98a875a097c1,2026-05-05 08:53:48.491397+00:00
7387b3f1-ac1b-437b-be7d-64468eb077b1,6171c0cc29b68097371108f3844020ef,2026-05-18 05:14:53.803414+00:00
19efacb1-5057-4454-b7b7-bca5fef6ea65,aa671475529494015cf32b9886674d03,2026-04-03 03:49:23.604888+00:00
f11efadc-e84e-4bed-9c48-e6d9f3e12413,33620a41a8869ae8a48df0df466879fe,2026-03-15 10:41:59.723618+00:00
ce83b107-5cb5-4b08-93b2-b2284b62a9fd,8e4b09303e889e611bc5dec92a18f437,2026-04-01 12:41:51.892263+00:00
70eae7f7-635e-4ab7-a8bb-980752142e91,8f46f8c867a7a75a4eddc1a906320cea,2026-05-18 21:04:38.692060+00:00
c95b6a13-6aba-4de7-ae3a-66e3b9d9372f,1ffa470fc6d94d676902ceae497c0e25,2026-05-25 07:49:08.782951+00:00
e8072f9f-7e81-453e-bef7-0a476f6c74ba,3e9f7b8fd5449e12c124d97e263203f1,2026-05-04 12:11:26.985043+00:00
b4fc216e-eb1e-43db-b184-42c3aec91d4c,12fa292aa6c259429f9682501016f7e5,2026-03-07 15:53:56.579216+00:00
52d7bbd0-e89a-4470-b519-c1e13e35f4bb,49a8f303ae898c717d5343e161acf46c,2026-05-03 14:06:02.053830+00:00
1d9666d5-ecaa-4683-a987-f7384bc14456,da524e4cb92ed3f34ac144acdcff63d1,2026-04-01 10:08:45.683575+00:00
fc8ad36a-815c-44a0-b4b3-621bfbf6d089,32e21264e370ef0c98ffc0e14dff161b,2026-04-10 12:04:40.181606+00:00
52f7e494-2a16-41ff-81cb-4da41f328d69,b2a0f1ff063a32b1e2a89ac6aaef3151,2026-04-14 00:48:41.314636+00:00
fd1b5a28-6cf2-4482-8f1c-ab07cecd7a79,0baab3574816af4743d7fc3126f83505,2026-05-02 03:56:51.601562+00:00
906339c0-12cb-44b7-b8e4-a11caffba511,5381f539e025f8712f301d38c3044feb,2026-05-20 19:36:41.023213+00:00
3042202c-181e-4530-834a-05ee2a67da8c,a326935f2e4f30969373c706389144f8,2026-04-16 13:50:57.593016+00:00
