id,device_fingerprint,created_at
e29fac34-29e4-47ff-b30e-37cbfc4b9a33,64ae360eb1481a60fb8ed3bfddecd7a5,2026-03-28 05:33:54.722432+00:00
2317b31a-2b98-4a95-99a4-c958875d708f,8c2604d20fdf5694af90a2b78a2fbb83,2026-03-22 19:38:36.308630+00:00
c8043e74-c7b9-4cf5-8afb-cff4d8142895,8fba6ef3fb92643376e4643cf39bf846,2026-03-03 13:05:19.385045+00:00
90eaac18-02b5-42fd-b59f-0ef4ec8b254f,000c3d663632c769ea1290a8a6462271,2026-04-23 05:40:46.258723+00:00
498d3f74-c69e-4a86-bf12-01d1f1171c65,19e8c6801b9cd7b81fa7e34db386e4c3,2026-04-11 10:57:36.103755+00:00
f03d76b6-05b5-4058-afee-c7d5312fc87c,0ab4340e223df57eb43113b758090d38,2026-03-28 16:25:58.742606+00:00
3a31afb4-09fd-4915-9eeb-cce34a2449c9,6bc50a211879cbc7292e44c66d5d7b7e,2026-03-21 01:53:13.723470+00:00
dcd2d9af-4d83-469a-99a1-5593ba06f282,6a0b778049e909c3cbd6e36ebec6b073,2026-04-07 14:14:48.163514+00:00
a758124c-7b23-4fb1-b74c-49fc0262054b,10435c88bb2e0bb0178eb46909470a10,2026-04-18 23:44:40.424335+00:00
ab25e1f1-73a6-46fe-81d2-6fc2dd4f99f3,febffa550fd3fc4f611a49b2c2f45107,2026-03-11 19:16:35.308976+00:00
aec89813-7240-409c-b378-1f740bfbb20d,2cfe19bf6b16498b9054dce5c3b3ce6a,2026-05-03 05:58:49.037647+00:00
97af72e2-b2ad-4ec4-9a7a-af4797d0263e,8772ad8d7bc4209d4dc953417d5280db,2026-03-25 08:51:15.931453+00:00
84f2d838-00b3-4db3-ad6c-c9ec08a8b24a,ce62e6682a0ad954d9830c09c5ec34f6,2026-03-28 06:54:16.869691+00:00
506da538-3cfc-4be6-adac-8e1589787140,ddb506e9fcf182de92bfa65a79426644,2026-04-18 04:48:14.876559+00:00
6982f355-de19-4478-aaed-a5e2653f26c4,7f7bcfa0bd355d1a1f9c92fc2726ec86,2026-04-08 20:30:22.941564+00:00
2e2a8507-2be4-415c-8d63-d2dd8eadd24c,ee6d26870e1bfaa2abeeeb53e221bd5c,2026-04-08 08:34:12.406425+00:00
45a981a4-ae41-46ed-bc56-889780b1c588,e5435559ff2325128d2cbfe308838576,2026-04-30 16:29:41.884184+00:00
b069a2c5-0bd9-483a-8239-719c7ba6c142,4880c28806d78e6624310b96769c4636,2026-04-27 23:34:25.003318+00:00
a069d7fc-fc52-411a-a607-88032914d492,a4ee06ef0da2a9a3ccfe7d929e214e89,2026-03-27 09:05:15.482122+00:00
2ac81af7-0dde-4959-87e2-179947beb8bc,111d129ef1dc3c4353cd624b1406437d,2026-05-01 15:59:59.816676+00:00
e129afad-1d5b-4fa8-b6af-f2a18234b4dd,a56377ad3523c7f66b679a64660fce6d,2026-04-24 19:11:39.236491+00:00
072ba598-724c-42a4-b94f-f8e6742162fe,f78837e0a65ead84fe8e96c2b5951f41,2026-04-12 03:46:09.867100+00:00
6409c2e4-c3e7-4844-a8f8-a385c3f78be4,d6f86dd59f30ad8c9397baccf08e5e25,2026-03-25 08:33:01.037307+00:00
41c794ef-23fd-48c8-ab34-da9a956c1128,25c44c0eabfafbf4a58b8bda3b8d52dd,2026-05-26 15:10:43.253229+00:00
4c8fc5f5-09d2-4906-ab61-a970b1869115,fd7d370bd54c7c36eccc6bef183dec83,2026-04-02 00:27:23.287524+00:00
02ffdd35-9afa-4524-9992-abbc0936d2e5,28832a6767eb1260dd4b8e719a10bda3,2026-03-12 04:56:21.577373+00:00
790c15bb-ea49-4491-8211-ee2e46ea47bc,7237a9cc4113d0e7466f744021d19eec,2026-05-08 18:05:52.980110+00:00
2c6ab0bd-023c-435e-b27b-490cc453ddd0,27e664bd91025ba2a9f10d939795464a,2026-05-06 10:35:09.137066+00:00
bb3fda6e-afb2-42b1-a98f-aeecaf511e03,3dbd5ded97ef8dedbda0729b071f5114,2026-03-12 19:53:48.922884+00:00
87cd5aef-292f-454d-80d3-f80757faa629,e9ee9460b5b5d65f79bf5b148d40baa3,2026-05-25 13:30:38.351713+00:00
600b1b8f-5654-42b3-aebd-a1ed0d6d7a3c,1631d0aba9b7fd0525621a5626da05da,2026-05-11 08:36:17.582061+00:00
10a30e3e-5c34-42c1-b437-3050a86b6823,3b2ab38f4a92e57a116f48b4d421cbfd,2026-05-18 16:33:18.885429+00:00
8fe985ec-83d0-400d-a4e1-e61753815dbf,7f971ace2f8cec7de8eee02350c7b523,2026-05-18 17:52:08.035329+00:00
89690745-e234-4084-9f18-663b2dfd6c50,477a8ea37e925f2790d9207191f0ffa5,2026-03-23 13:51:27.068543+00:00
d06a021e-7c3a-4b5e-b2e1-edd07978679a,b75718a4c01af7ae61dad66c8789d832,2026-05-18 20:34:59.606463+00:00
77d066cc-a78f-4e5a-91a5-17264ff834bc,69e278de888d2e9f108593de14ec6878,2026-05-26 23:37:52.156729+00:00
4c53973f-8c0f-4141-a2ec-31af58a95055,80583999a68296d33aa54f31249b479e,2026-05-03 17:40:21.716175+00:00
11e83162-4f16-4e76-bd5d-684730d8d1d4,26f890cf456e550ccbbdb5c055dc3e5e,2026-03-04 01:35:55.027807+00:00
78afab47-4fe6-47d0-b54c-1b02bca1bc0c,101c40bf8e3a8e24406d6e5c58fa8f64,2026-03-23 00:06:20.938577+00:00
2f7fac73-2dbc-4f69-a956-278cba50fa3b,9e48f6045186f37db397d84defe8edcd,2026-05-19 22:14:08.517176+00:00
