id,customer_id,device_id,first_seen,last_seen
a68dbd25-15f2-4407-b921-9493e06b4fd7,d3e1cdbc-5883-42a4-aa6f-f1b7ed154d83,e29fac34-29e4-47ff-b30e-37cbfc4b9a33,2026-03-28 05:33:54.722432+00:00,2026-03-28 05:33:54.722432+00:00
c533a48b-7e2a-43c1-a11d-97dcba5d4803,482c72df-335b-467b-af7d-46f0a0bb9b12,2317b31a-2b98-4a95-99a4-c958875d708f,2026-03-22 19:38:36.308630+00:00,2026-03-22 19:38:36.308630+00:00
ae4c5a7e-ebb6-4a8c-8b0c-58485e6a5e34,34ba8a94-56cc-4737-bdda-b2483a7943cd,c8043e74-c7b9-4cf5-8afb-cff4d8142895,2026-03-03 13:05:19.385045+00:00,2026-03-03 13:05:19.385045+00:00
c61e4938-24e3-4870-9ed3-f65b23966180,9fd9d01d-dee3-43d9-a492-a0ee91f36699,90eaac18-02b5-42fd-b59f-0ef4ec8b254f,2026-04-23 05:40:46.258723+00:00,2026-04-23 05:40:46.258723+00:00
9dad0a2e-3b97-45d8-9611-82cb98a6bc10,8865ba51-9079-43a1-a963-acfad75352f6,498d3f74-c69e-4a86-bf12-01d1f1171c65,2026-04-11 10:57:36.103755+00:00,2026-04-11 10:57:36.103755+00:00
7e365087-1423-4efc-ba80-513cf9b9ce23,857878f1-689a-4293-afac-05e50695317d,f03d76b6-05b5-4058-afee-c7d5312fc87c,2026-03-28 16:25:58.742606+00:00,2026-03-28 16:25:58.742606+00:00
d8bd1f02-2737-47b1-a1ed-289f17d1e60f,8b92e662-342f-4732-a2e8-aea75893a5c3,3a31afb4-09fd-4915-9eeb-cce34a2449c9,2026-03-21 01:53:13.723470+00:00,2026-03-21 01:53:13.723470+00:00
975c79a9-e11c-4a47-ae11-9940a69cd5c0,2c64299c-16f2-403d-9293-60149c1fa5cf,dcd2d9af-4d83-469a-99a1-5593ba06f282,2026-04-07 14:14:48.163514+00:00,2026-04-07 14:14:48.163514+00:00
20a3f8c2-4924-44dd-91a9-d89d9fadf86f,cd51eb4a-ba49-4ba8-8031-293c8818c468,a758124c-7b23-4fb1-b74c-49fc0262054b,2026-04-18 23:44:40.424335+00:00,2026-04-18 23:44:40.424335+00:00
32fa6657-9aa2-46be-8029-f7ac40bd9ac7,8413b61d-8f3b-4fbf-b395-4a1cc6adc277,ab25e1f1-73a6-46fe-81d2-6fc2dd4f99f3,2026-03-11 19:16:35.308976+00:00,2026-03-11 19:16:35.308976+00:00
