id,order_id,amount,reason,created_at
15f35f7d-404f-4dd9-9ff3-cea93d43e933,7d0e8b68-437c-45b1-9e20-3ed78195c69e,2979.23,not_as_described,2026-05-11 10:56:53.078969+00:00
08ece1f0-153d-4b31-91af-53c8d0c20941,e58ffd18-8ef9-4662-bea7-a52c303fa572,802.25,duplicate_order,2026-05-07 20:16:10.309562+00:00
dfe2963d-4b03-4d11-aec9-d5a630b49541,56002385-3c1c-407c-85ee-dc6ef8958294,186.06,duplicate_order,2026-04-29 22:06:29.761773+00:00
f699de8e-cb36-4a26-a165-a0de47b76432,5beb217f-d8d1-460c-aef2-83fbae1b7952,1615.79,changed_mind,2026-05-21 09:21:13.230059+00:00
99a53e14-37e9-4dc2-98cc-c129f21b33a2,06048871-cb5f-44af-a57b-4541697d7ce5,348.33,late_delivery,2026-06-02 00:30:39.013884+00:00
8e72dbba-ca20-447b-af48-634b7722401a,4472ce43-eccf-4f4c-8d54-99213ae3d9f6,4616.98,duplicate_order,2026-05-22 18:12:23.886776+00:00
88784450-1dd9-47c4-93dc-2fe39bfb0987,3c137b99-39a6-4e2e-a499-5696b1868033,1872.26,changed_mind,2026-06-04 03:30:41.521008+00:00
fff56865-c9af-44fb-b2ad-49ac3d3f9930,b5904b04-6a6b-4613-8a60-336e8f65675e,953.51,wrong_size,2026-03-24 23:23:31.731121+00:00
8ca6162e-5600-46c6-a4e6-593f30b11d9f,92b53c58-37fa-48f2-929a-7c9c7c0b03a5,2203.42,changed_mind,2026-05-20 23:15:24.512388+00:00
543c387d-9d5c-4273-a1af-9d66ab9bca72,b5973708-ba94-4029-b260-a6026d2d1e0f,914.51,wrong_size,2026-04-28 04:19:58.044756+00:00
d41036bc-966c-4af8-aa52-6207ea672abc,56523fec-9d49-4483-9f80-4bbcd6f7220f,2546.04,damaged_item,2026-05-10 18:01:34.958631+00:00
52bd149c-3368-4fee-aa77-812d55ba032c,5f91b09c-09bc-4e9d-aed6-ce47472d5b64,225.04,late_delivery,2026-03-28 10:04:42.487476+00:00
5576c9ae-51d2-49b4-85b3-d5343db4cc5e,b20f24d8-b55c-40b2-9a60-69af87f9987a,2084.5,damaged_item,2026-04-25 00:35:35.201624+00:00
118647cd-a0b3-431b-9b4e-c6cf846efbf8,94b5cb45-2449-4be6-9041-a41dfd553bec,731.99,duplicate_order,2026-05-21 11:56:56.926185+00:00
641b502c-19a7-47e3-8163-3d7c99b640f9,d06b6b48-8d58-439c-b387-d5bd0e1f7687,525.52,duplicate_order,2026-05-30 13:06:24.873042+00:00
e76d4ae5-b03e-40e9-a2f3-b72e82960a2d,a0f7748d-3958-445b-bf18-c7b4f4b5919c,448.43,damaged_item,2026-06-11 05:25:51.024259+00:00
fd4f4e27-e93d-43b3-883c-8e00f77c1a28,68c12016-9a51-419d-81cb-f2f9bcd2e960,1084.89,damaged_item,2026-05-18 06:00:12.143760+00:00
2fb34964-5a15-4694-9c60-ed5c4d732fbf,f8ffe356-c53c-47c9-83d5-073e6c6f5c3f,2265.77,late_delivery,2026-05-07 22:53:32.721926+00:00
11de4108-2424-4c1a-a624-2997c941905e,51b67dd0-50c4-45bd-b0a2-c620ff9ad0de,1177.44,duplicate_order,2026-06-05 23:44:38.586538+00:00
870c9682-7204-4b20-8251-b5887addafe0,b5405935-16c4-4889-b759-805dfbe50cb9,2116.97,late_delivery,2026-04-28 18:44:38.243236+00:00
1b5493b2-c37f-4c4c-9fec-1d7c54bb4955,1ea42f50-6a7d-440c-98f6-26ff9cf3c27e,673.04,not_as_described,2026-06-01 11:07:32.430567+00:00
85cbc980-0523-489e-b41e-79f0ffd93ba1,e53553b9-499f-46be-8835-d64479a662be,2281.28,duplicate_order,2026-05-28 01:11:15.444771+00:00
05d0ebc9-e626-4c5b-b9ac-e8150b7cbdb6,b892093f-dff1-43f8-9cf4-cfc573f1d830,1124.73,wrong_size,2026-06-08 11:02:53.886802+00:00
583b693f-8222-4928-81b8-2fa1c7189be5,c9105674-2836-44cc-8323-d4e40e9d4983,6.23,changed_mind,2026-05-20 21:43:28.393478+00:00
a79e5756-15af-455b-a7bf-2f7abbc78ddb,9a6cfa05-68f4-411d-9ec5-1882515329cb,1363.24,changed_mind,2026-06-02 21:11:35.499262+00:00
1558e67c-b2ee-46f3-80fc-516f4a3950a0,05a93371-c981-40b7-a777-6c2cd102480b,1652.09,late_delivery,2026-06-01 22:03:45.157041+00:00
d97d5598-7739-40ee-bb19-0a60aa9f6a4d,ffa81fc8-6a07-440b-9bc9-c3a7ff262a3b,213.27,wrong_size,2026-05-24 08:04:42.140938+00:00
b92276ce-aec2-4c92-9b9e-54fa1cb31e91,9f2af45d-fb06-442c-86f0-316164a86a89,521.73,not_as_described,2026-04-16 17:02:06.895709+00:00
897d87c7-24a6-4b5d-8362-3beaab3558cd,addb2a92-8521-4441-9648-d79a1f28afbf,673.53,wrong_size,2026-05-26 07:23:57.685080+00:00
cd92add6-91ee-4128-bc8e-d95126f82b6c,0a605b03-476e-4034-9d28-6542708121bd,1425.5,changed_mind,2026-05-26 05:26:43.245334+00:00
be90a82a-04f9-4ba0-8f9b-f41ea5a825d3,28f25855-2850-4bec-8266-5348d9382c8f,1473.14,wrong_size,2026-06-02 14:33:30.538545+00:00
e30ed8a8-74d5-419e-9a95-b2dcd06c8ca1,36a392d5-0e51-4e1e-b4b1-d6a319eab922,2986.53,not_as_described,2026-05-07 09:35:18.842118+00:00
33e64843-be06-41a6-87df-0227e3f366eb,442f907e-6249-4e11-8ee5-294571ac2cf3,470.09,damaged_item,2026-06-06 16:29:32.003924+00:00
18891221-f879-43f6-a7f9-64bebf38b014,e5deabd6-7ba7-44e1-9da1-1f7d707fb59a,118.32,duplicate_order,2026-05-04 17:30:23.241164+00:00
