id,customer_id,device_id,first_seen,last_seen
5bc89260-04a6-4971-a172-55c101a4f2bd,62edfbb8-59e4-4839-b632-7c2b0fa17fc9,4150a564-cf0a-455f-9f65-12c5a6e4b8d7,2026-05-27 18:24:20.899756+00:00,2026-05-27 18:24:20.899756+00:00
6fb90d7b-c3ef-4a8b-b8ff-225441b39e6e,a8fbc466-ee09-4411-b919-7fa342b4f767,18941cdd-c930-458b-9d55-469e8cb79ba3,2026-04-27 20:21:00.131608+00:00,2026-04-27 20:21:00.131608+00:00
7d604c85-527c-42e2-b790-d8d2436c49f3,9a40d7df-240f-4c88-a82a-030e13c66a01,39ed80a9-57cf-42f1-b4ef-c3f23b55fa83,2026-05-27 15:19:22.554843+00:00,2026-05-27 15:19:22.554843+00:00
797ff3a8-e601-4a9d-8016-304a6e5bf8f1,eb2634fb-263b-4eb6-b1b8-eeaf799ad125,20f83a3e-ff20-4fe2-9bab-384f29a62bb4,2026-05-10 17:21:36.548531+00:00,2026-05-10 17:21:36.548531+00:00
b5dc3540-fc34-4796-a9ad-0358ad82c5c5,287e5e3a-5bf0-4830-adf0-a00d0262dbca,3bc67ec0-398f-4e89-b0c2-282006529352,2026-05-10 07:22:31.225759+00:00,2026-05-10 07:22:31.225759+00:00
67e11bd0-3893-4a2e-8bcf-ac323512d1a0,3979c734-eaf5-4e0f-bb5c-5faece57bc5d,01186f8d-e5cb-448b-9289-5843db3b95c9,2026-05-28 01:07:09.340773+00:00,2026-05-28 01:07:09.340773+00:00
2dc32dc0-c91a-437f-9611-ea59447b9b91,50855063-ab55-493f-8f45-039d1732e0f6,9dbc5ae5-e157-4eea-a32e-7331f5ad6139,2026-03-23 00:47:25.782194+00:00,2026-03-23 00:47:25.782194+00:00
d03abb6d-5732-4781-a659-35262b808aa7,028e64f5-1133-4922-b4df-5e37372bd678,e9194034-08fa-46e8-8d82-47ee0a9c5c5f,2026-05-27 13:19:18.958328+00:00,2026-05-27 13:19:18.958328+00:00
848656bd-a38a-4979-830b-e25d237a0d68,92458afc-4c8d-469f-9faa-b87a839f77e4,1fdf531b-b77e-4212-9cd1-f269336381eb,2026-04-05 09:40:43.058252+00:00,2026-04-05 09:40:43.058252+00:00
7a8c601e-e674-4562-94c1-e11d308145fb,d346d619-1789-40c0-9c2a-8fde0b567662,ba679530-d1f0-400b-b1ca-7de1e56c3247,2026-05-04 13:44:24.996718+00:00,2026-05-04 13:44:24.996718+00:00
d1e60515-5710-4e7c-aa84-7930b3f09ffd,c294ac8a-4ec3-4751-85b2-05cb0cfcfee4,62d0971d-11f6-45cc-bfa3-f3d0ade79e41,2026-05-27 20:01:41.832265+00:00,2026-05-27 20:01:41.832265+00:00
37c7c8a6-c576-44ae-bb59-8a941e00e99b,56f349c1-d28d-40ef-a86e-c8f9ebc061fc,cedacc36-42d9-4b88-aac7-3f07bfa227a3,2026-05-24 12:41:00.085167+00:00,2026-05-24 12:41:00.085167+00:00
e6edf075-f6e9-43b1-a837-32e65a3ff5ec,ba3ac5af-2cfd-4d6f-b745-cf3e34ffe5b9,27dfdeaa-983d-4829-b39a-c514f3ad7c62,2026-05-06 21:28:42.942547+00:00,2026-05-06 21:28:42.942547+00:00
61cf95d5-439d-46b5-9af6-b2c1a98f52d0,48c658e2-28e1-4977-816d-43280fd4f5d9,d5beb5ad-193e-4245-94f1-7bfa282e078f,2026-05-08 13:23:15.000678+00:00,2026-05-08 13:23:15.000678+00:00
1d067d5c-3261-47ae-b4ea-db81ba247163,9d501082-632a-4627-bb67-58d2b169fd04,0a2b91d4-a028-4ca7-9db0-0b38ed64efe4,2026-03-12 00:18:48.773538+00:00,2026-03-12 00:18:48.773538+00:00
6cbeadfa-72ed-402a-a71e-50ed25b7a617,2a6ccf14-0408-44fd-a5fb-27fa1b3d5f89,bbd4f8db-98a6-4f81-82c4-9dfe3d8d7403,2026-05-04 16:42:09.267986+00:00,2026-05-04 16:42:09.267986+00:00
d1a47ce8-bc99-4f54-b607-e3528f02fb3c,e0e82a1c-8a46-4ba2-8052-ad9521a985f3,93822f42-ebb4-4a75-b859-d892740614c5,2026-03-08 18:26:44.359736+00:00,2026-03-08 18:26:44.359736+00:00
f0702d81-aabc-4fc4-b6f4-001bf2992fbe,280125b0-034c-45e5-b6dc-b210886d224b,728804ce-113d-462a-bb95-c8dbee8320ae,2026-04-14 17:14:10.608883+00:00,2026-04-14 17:14:10.608883+00:00
7e95a196-d96d-4cd5-842a-10ede10152b6,2d9572f0-e0b6-493a-9ae4-0054cc4263e5,0cade9d6-5418-4056-89e5-98de2440df57,2026-03-24 07:54:18.695705+00:00,2026-03-24 07:54:18.695705+00:00
