id,customer_id,network_id,first_seen,last_seen
e1bc5c2e-a700-4258-a134-67a37c85c99f,0613c87f-6ebc-4983-95e6-7ecb4d307fc6,638c7a53-069b-47df-bf6f-6e408a7da852,2026-05-21 05:51:41.729866+00:00,2026-05-21 05:51:41.729866+00:00
4e413fad-9292-4260-beed-824ef0e67719,4701127c-dcf8-4cad-9625-207e89c6a89d,1cb73baa-10e0-4026-a548-32fdfd2929f8,2026-03-15 00:14:17.014889+00:00,2026-03-15 00:14:17.014889+00:00
41197f87-8c7a-4239-8a6f-fad434980596,104c1798-ecb8-4895-8aaf-d2ff7ddd423d,f6211c2a-d0e6-428a-ae6d-ceb723eec278,2026-04-10 11:03:21.540949+00:00,2026-04-10 11:03:21.540949+00:00
0e8a5a86-930a-4dc9-8e71-49a422280b1b,6caf708b-766d-453c-9e34-3d495d053204,3dd8a28b-246f-4ec2-9087-2166f479274a,2026-05-02 21:23:52.708553+00:00,2026-05-02 21:23:52.708553+00:00
402e439f-49a3-455c-9b0a-4ca965a3171a,89cf622b-d36d-4a5c-a3a0-6d4a6e26d59a,7ab7cd0c-fae1-436c-b9cb-1f7df0a90c8c,2026-03-30 20:10:33.315338+00:00,2026-03-30 20:10:33.315338+00:00
fb9cdf8b-567b-4818-9463-92b2718073db,c8a8f3a1-40c5-423c-9c6b-b8d540a772b2,6eb639c2-d080-4db7-b488-021f6bd0145a,2026-05-09 09:33:09.563202+00:00,2026-05-09 09:33:09.563202+00:00
16b1f8a0-6f29-4376-b5d9-d88140c4a37a,b233fc1b-6ad0-40a3-97ef-8f45017f29a3,3185fe5e-a958-42a6-92da-51d265cc585e,2026-04-23 21:06:46.977838+00:00,2026-04-23 21:06:46.977838+00:00
9a8d6be9-dd07-48e5-9c6f-9e92b6ba767c,03cef383-f4ef-4d66-bad8-0ce65702edd2,14eef311-2fea-4e83-a55d-dc671856485b,2026-04-11 17:54:43.134298+00:00,2026-04-11 17:54:43.134298+00:00
6f851832-3945-443e-bdc5-c20ee3e29a42,77bc989c-f5d9-498b-9b51-fc39a2cfbba0,aed42bb2-61a8-4741-ba17-1e525d18ecca,2026-05-16 23:00:08.448595+00:00,2026-05-16 23:00:08.448595+00:00
6533f000-d98a-4a74-b4d7-4e6d9b8f5a24,5d4f79b9-7f1a-4701-b396-d2c0e5c833ea,6524ca5e-41e1-483c-b344-b09f56b75303,2026-05-19 19:23:32.463137+00:00,2026-05-19 19:23:32.463137+00:00
cd21de09-8d1c-46f9-955a-a40b37b9f4e0,61bca8bf-a41c-4ca2-9645-212f70c05396,92afc1a9-d01f-4946-9228-6945f60ddf24,2026-03-29 12:08:50.457237+00:00,2026-03-29 12:08:50.457237+00:00
db7404e9-5cca-49ef-b992-8e3aa419b18f,e59defcf-0182-4aef-9155-802bc58f52cb,a3021a31-1072-40e8-9616-7de0ef396433,2026-04-21 08:04:03.999365+00:00,2026-04-21 08:04:03.999365+00:00
46d9548b-2935-4160-ac4f-cbac51096f7e,570ed0d5-ec99-4f5e-b781-25abfab4e1a4,b9d5736e-8cc7-477a-8a37-c2de37e46e7f,2026-05-12 08:39:18.687718+00:00,2026-05-12 08:39:18.687718+00:00
8ffb2197-f98d-47a0-892f-f5d43b03a4db,a693d7f8-7b86-4c4d-b115-ecf095e58f85,c510844c-a72d-441d-bb13-22cc84442258,2026-03-28 07:13:23.952506+00:00,2026-03-28 07:13:23.952506+00:00
64fcb826-6561-483d-94b0-ba8a3be0790c,a780e12f-729f-4b2c-b0a2-415568c3fe0e,16da6f04-8eb1-4015-88f3-cbc784bdaf77,2026-05-07 12:33:03.826932+00:00,2026-05-07 12:33:03.826932+00:00
272d614c-d464-4ab4-bbe9-646b8753dd76,7b985c6b-5eae-42d2-9a03-6924620c5330,4b72ec6f-2cdf-469e-aa46-cdd19259f2bc,2026-04-10 01:13:48.101464+00:00,2026-04-10 01:13:48.101464+00:00
eb7a6b0c-ac73-4729-8762-572c2b249b53,7e6a7728-366f-4e85-8387-61fdf49b7b02,7867d56e-4535-4482-9386-0cef178aa80b,2026-05-24 09:42:11.105099+00:00,2026-05-24 09:42:11.105099+00:00
ac855929-32b5-4863-bd91-6f8d0e76f6f4,b296826a-1a5b-4457-986b-a1eee589e04c,05842538-73b1-4be1-bfd8-08a8f6030e1a,2026-04-03 14:47:22.412439+00:00,2026-04-03 14:47:22.412439+00:00
f90a3294-a9c9-43b2-a36d-35c5597c762b,d0578d07-3a13-4766-b68c-ba416f677a3f,4d7a659a-0a64-4238-aad9-1c8303cd63b9,2026-04-07 06:06:43.293491+00:00,2026-04-07 06:06:43.293491+00:00
01286824-88ea-4e42-a4f5-d6330cb481eb,743998e6-7a65-409e-81bb-cdc3fb54403f,33348089-0e09-4ecd-863f-e00c58b69832,2026-05-22 16:32:25.805400+00:00,2026-05-22 16:32:25.805400+00:00
92653d28-a257-47eb-99bd-c1aa0e210c20,aa6f5451-ab97-4433-9044-28a89f5cf718,be680959-9609-4c70-bf3f-31dad24fdc67,2026-03-08 16:49:56.285221+00:00,2026-03-08 16:49:56.285221+00:00
5e8dc434-feeb-4353-a621-ad88d035b27d,ef13cf73-5395-447c-a2f0-615b89dc6b5a,b01c5609-8b55-450e-99bc-0d43cf510248,2026-03-11 05:59:22.492991+00:00,2026-03-11 05:59:22.492991+00:00
1f6e238c-050b-4259-804e-e33824a10c28,f2b89856-4d72-4f44-a8d5-baf44ea8ff64,6176ebdc-c399-48c7-8829-8359dc7c806e,2026-05-22 06:07:10.268085+00:00,2026-05-22 06:07:10.268085+00:00
46e78a85-ff33-4bb6-a622-0078acfe957d,b4f4e36f-eb84-4916-9187-d4afbfd88ff3,81f0732a-e5c0-4866-a554-10ebf9de8b32,2026-03-15 22:10:38.437366+00:00,2026-03-15 22:10:38.437366+00:00
19c120db-8d81-4f8c-98fa-e51131c33998,490847ac-353d-4984-a73c-ce7bbae6b389,601bc4d9-d8ba-427e-8b74-3b5843f4e9b3,2026-04-02 15:12:00.961959+00:00,2026-04-02 15:12:00.961959+00:00
94efc360-47dd-45f4-96f6-520a221efb53,93f4b60e-8727-41a0-8bcc-a658f9e5b2e2,95b83cf0-5fb7-4e30-af9a-30d36c9e5b6a,2026-04-24 21:35:50.898247+00:00,2026-04-24 21:35:50.898247+00:00
5c6f557e-217a-4579-822a-b81bbbcddc35,ff2a7fc6-183b-4769-baf3-6ce2b534d37c,383be7b5-b57a-4a36-970e-fbd542922929,2026-05-08 22:34:20.246398+00:00,2026-05-08 22:34:20.246398+00:00
ad179587-8687-4fd6-85d8-4cf9142ae05d,894a90d7-d09d-42ab-91ce-8fac22c5dfd5,1cf7738b-1ef5-404f-94cb-d085e69db694,2026-03-28 15:17:50.916889+00:00,2026-03-28 15:17:50.916889+00:00
932dbda4-2d14-48e2-89f2-40e22688a53f,315a230b-6feb-47c2-b5c8-ee425900994a,5e56dfed-18e5-4913-b44f-4caf993718a1,2026-03-20 01:34:15.760540+00:00,2026-03-20 01:34:15.760540+00:00
e7134937-6c39-4cb2-a49e-92b54d5e32f3,542ae064-bf06-4846-8e43-4924d2166137,2ade3ca8-b47c-459a-9dc6-44d6f574f76c,2026-04-20 08:44:36.607188+00:00,2026-04-20 08:44:36.607188+00:00
d622ec74-f6b3-4f3d-b38f-eba3e3f052aa,4538802c-7054-48d3-90f9-a604e69f2627,568078f1-c5a3-4095-b3e7-a5fab6beac2c,2026-03-13 17:13:09.288795+00:00,2026-03-13 17:13:09.288795+00:00
6e898041-3e0e-4d6a-ab56-cf3a43f953a8,bf219d03-0687-4305-b9d3-f7d5ecf6b738,90494d27-4759-433a-87f2-d11a10f3ad91,2026-05-25 14:40:55.570422+00:00,2026-05-25 14:40:55.570422+00:00
e5609627-07ea-42a4-b078-efc05b65a401,ad6debf6-0350-4a35-9354-7842a51ed9fc,f37a0862-ec36-45e1-9969-6b5ac50c35a8,2026-03-24 05:28:39.150294+00:00,2026-03-24 05:28:39.150294+00:00
44a840f1-6266-4678-879b-8b18f186e043,37dbf339-1fa6-424d-ad4a-3b0aec2dc933,bf980f40-6033-4539-8037-8a7f397e88a3,2026-05-17 20:49:38.838069+00:00,2026-05-17 20:49:38.838069+00:00
7236682d-157e-451e-a767-31f129e8c73a,dd3ab759-e5c2-4de3-a644-e1b525291ef0,f4e75334-0282-4eaa-93d1-8305391e6bc4,2026-04-11 13:38:33.031761+00:00,2026-04-11 13:38:33.031761+00:00
b6fc819e-6eea-4a5d-8549-a3cc56b33aa7,f830fe5e-713d-40e6-adfb-844f91083df7,5f4863f7-67a0-443d-a7a5-422cdbb748a9,2026-03-07 00:38:47.304286+00:00,2026-03-07 00:38:47.304286+00:00
46279162-4247-466d-a50d-2a78d67eae85,9ed71a49-fb51-4245-9944-a96e3b67a869,4ac4eacc-2bb2-4a04-9e8d-662c8c27b21a,2026-03-08 10:29:08.660694+00:00,2026-03-08 10:29:08.660694+00:00
3d9c58ea-ebf1-4f2c-80a6-655c40741567,6b102690-7a3b-49de-a58a-641dd1f5c923,dbd23bed-6bb7-4cc0-8f3b-8844cede69a0,2026-03-18 06:47:04.104401+00:00,2026-03-18 06:47:04.104401+00:00
4ad54255-e9aa-40f7-a8ad-41b4ec8525d2,b1b9de96-826c-43c8-a871-b0be7571ff39,aa847cd6-a8fd-4df9-95de-8cd65c650d2b,2026-05-13 09:55:13.264536+00:00,2026-05-13 09:55:13.264536+00:00
e1898136-445a-4410-b4dc-23908512f5de,a1c2cbad-8b42-4851-b731-089585cbe09c,e26425c6-df35-4fe7-a63c-979dcc3e2408,2026-05-11 10:55:20.298069+00:00,2026-05-11 10:55:20.298069+00:00
87f9ba4b-4601-4a95-8c14-aa2f4198bdc1,a42b6741-8aa8-4d90-8680-985a9d0c75d8,4384b5c4-d20f-4b2f-895b-a00a0bfd140e,2026-03-04 20:35:55.197893+00:00,2026-03-04 20:35:55.197893+00:00
2144333f-e52e-4593-907a-467c9da92226,893043a0-8a45-41b7-ad3e-6537857fcc89,13263d5a-58ee-4838-8603-27bb4d6fd979,2026-03-25 13:59:59.327652+00:00,2026-03-25 13:59:59.327652+00:00
94dfe191-445a-45ba-84dc-25fe97a90980,3629d2ba-8583-494a-9ed7-d8bc89e30ccb,50ca63c3-7a7d-4072-8764-a94633d7c716,2026-04-08 01:39:52.445110+00:00,2026-04-08 01:39:52.445110+00:00
b056deb8-9417-4622-9d7a-af6574e58f4f,da1121f1-58d6-4448-b60e-f8f019158cc6,e7e50e57-1f75-4f09-b1ee-b55b1d2fcf8f,2026-03-26 16:43:44.116539+00:00,2026-03-26 16:43:44.116539+00:00
c8dec996-298d-48c9-b925-51adb16ae569,b5b8ab13-3cc2-4b91-98d6-8daac096069a,3215c7f6-c22e-4738-9e8c-4bb7dc815cc9,2026-03-20 23:03:10.601178+00:00,2026-03-20 23:03:10.601178+00:00
e3e3cedd-20ae-428c-a721-4bed82dc9a5f,c6923889-ef8e-49b6-8550-8a60062475aa,39873e66-ccd9-4c19-9855-86076c77e926,2026-05-08 14:33:34.499274+00:00,2026-05-08 14:33:34.499274+00:00
ba003970-bbd8-4f3a-a918-4ee34a0233c4,cd9434f5-cff8-4b82-afd4-2707c481bbee,48d8f906-5e40-4c71-86a2-bf1fe2a30a41,2026-03-16 15:52:47.272641+00:00,2026-03-16 15:52:47.272641+00:00
bf9a837a-70af-417f-86e6-89d42de01a6c,afc6ce54-8a4f-4a0e-b747-65b678170ac2,07c2072d-fb82-4d12-a8dd-bd0f818928e9,2026-05-17 04:24:25.157074+00:00,2026-05-17 04:24:25.157074+00:00
d1e8ae39-26e6-4919-9a1a-e3068798513d,ea6d5b05-e0cd-4d66-973e-1042224f83e9,a33f0e66-b1b7-428a-a88f-5cd9e9e36550,2026-05-16 16:03:08.295891+00:00,2026-05-16 16:03:08.295891+00:00
0fe83931-653f-488b-a76e-38e39db923cc,e4bfc9a1-9ae3-42e3-b3c4-98452d0215c8,9789c845-946f-48c4-8709-b1a0daa1a06f,2026-04-07 22:36:49.166100+00:00,2026-04-07 22:36:49.166100+00:00
fdef3da9-3108-476b-89de-abdbc978c575,a694a4a6-3969-400b-8ab0-dd3714da3910,9bcc3e01-a531-4dd6-abdf-5951c1716aa7,2026-05-30 06:45:12.020842+00:00,2026-05-30 06:45:12.020842+00:00
c43c643d-8871-4733-b910-071f2e4e1bdd,1135afa2-dd7d-4b88-add6-2935bebfcdf2,f126f76c-ce96-4c9a-9393-4ac8c5b124ce,2026-03-20 01:48:29.262765+00:00,2026-03-20 01:48:29.262765+00:00
21d0f921-5834-42f0-841f-7ef6b28d7728,4f67827c-1042-480f-ad1c-68bba4008159,9dce22fd-e42d-4eeb-a967-85aea98151ec,2026-05-24 19:08:03.589560+00:00,2026-05-24 19:08:03.589560+00:00
